vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,岭南控股、圣农发展、石头科技 2026年一季度营业收入同比增速,1,财务分析,,,"|股票名称|股票代码|财务分析指标名称|财务分析指标代码|指标类型|核算方式|时间|报告期|财务分析指标数额|展示单位|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|岭南控股|000524|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|10.4491|%|成长能力|
|岭南控股|000524|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|10.4491|%|成长能力|
|圣农发展|002299|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|25.4648|%|成长能力|
|圣农发展|002299|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|25.4648|%|成长能力|
|石头科技|688169|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|23.3124|%|成长能力|
|石头科技|688169|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|23.3124|%|成长能力|",2026-08-15T21:36:27.128493+08:00
