vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,贵州茅台2026年上半年营业收入和净利润,1,财务报表,,,"|股票名称|股票代码|财务科目名称|财务科目代码|财务科目层级|财务科目父级名称|财务科目父级代码|时间|报告期|核算方式|财务科目数额|展示单位|同比(%)|环比(%)|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|贵州茅台|600519|净利润|NetProfit|1级|-|-|2026-06-30|半年报|累计值|460.33|亿元|-2.03|-|利润表|
|贵州茅台|600519|营业收入|OperatingRevenue|2级|营业总收入|TotalOperatingRevenue|2026-06-30|半年报|累计值|907.03|亿元|1.47|-|利润表|
|贵州茅台|600519|其中:主营业务收入|SalesRevenue|3级|营业收入|OperatingRevenue|2026-06-30|半年报|累计值|906.59|亿元|1.46|-|利润表|
|贵州茅台|600519|其中:其他业务收入|OtherOperatingIncome|3级|营业收入|OperatingRevenue|2026-06-30|半年报|累计值|0.45|亿元|21.04|-|利润表|
|贵州茅台|600519|净利润|NetProfit|1级|-|-|2026-03-31|一季报|累计值|281.54|亿元|1.37|-|利润表|
|贵州茅台|600519|营业收入|OperatingRevenue|2级|营业总收入|TotalOperatingRevenue|2026-03-31|一季报|累计值|539.09|亿元|6.54|-|利润表|",2026-08-15T21:22:01.943829+08:00
