stock_name,ossUrl,companyName,name,id,time,announcementType,title,uuid,stock_code
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/4bdea938be484ecde035788900dc5809.pdf,牧原食品股份有限公司,牧原股份,23046336,2026-03-28,内部控制报告,牧原股份:2025年度内部控制自我评价报告,4bdea938be484ecde035788900dc5809,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/f840a1bc4999927083b4aaad02dd5a52.pdf,牧原食品股份有限公司,牧原股份,23046335,2026-03-28,独立董事述职报告,牧原股份:独立董事2025年度述职报告（阎磊）,f840a1bc4999927083b4aaad02dd5a52,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/b81fd9e24953501d444c35ecf473d30c.pdf,牧原食品股份有限公司,牧原股份,23046334,2026-03-28,内部控制报告,牧原股份:内部控制评价制度（2026年3月）,b81fd9e24953501d444c35ecf473d30c,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/e1d8bbc926d080165609e0e0eab1a42b.pdf,牧原食品股份有限公司,牧原股份,23046333,2026-03-28,独立董事述职报告,牧原股份:独立董事2025年度述职报告（冯根福）,e1d8bbc926d080165609e0e0eab1a42b,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/e215c5e1fd8c7696e692ba5b2f2b8e0a.pdf,牧原食品股份有限公司,牧原股份,23046332,2026-03-28,提供/对外担保公告,牧原股份:关于公司为子公司原料采购货款提供担保的公告,e215c5e1fd8c7696e692ba5b2f2b8e0a,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/bfe6b8ac048586a88b82d5f8e3d06777.pdf,牧原食品股份有限公司,牧原股份,23046331,2026-03-28,审计报告,牧原股份:2025年年度审计报告,bfe6b8ac048586a88b82d5f8e3d06777,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/c62c5ba3b9d8b4dea60df75f96e8fb3b.pdf,牧原食品股份有限公司,牧原股份,23046330,2026-03-28,独立董事述职报告,牧原股份:独立董事2025年度述职报告（周明笙）,c62c5ba3b9d8b4dea60df75f96e8fb3b,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/079f7971e7aaedfc80ed1ca4d3713f4f.pdf,牧原食品股份有限公司,牧原股份,23046329,2026-03-28,召开股东大会通知,牧原股份:关于召开2025年度股东会的通知,079f7971e7aaedfc80ed1ca4d3713f4f,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/d56d2a55a0deccc0275a6b786f32c29d.pdf,牧原食品股份有限公司,牧原股份,23046328,2026-03-28,年度报告摘要,牧原股份:2025年年度报告摘要,d56d2a55a0deccc0275a6b786f32c29d,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/52875c8d50dec547d78c905b86ac7c8c.pdf,牧原食品股份有限公司,牧原股份,23046327,2026-03-28,年度报告全文,牧原股份:2025年年度报告,52875c8d50dec547d78c905b86ac7c8c,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/0c3b9c87e7df4e985e26ab3edfce4419.pdf,牧原食品股份有限公司,牧原股份,23046326,2026-03-28,专项说明/独立意见,牧原股份:2025年度非经营性资金占用及其他关联资金往来情况的专项说明,0c3b9c87e7df4e985e26ab3edfce4419,002714
