stock_name,ossUrl,companyName,name,id,time,announcementType,title,uuid,stock_code
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/49b3bf39e715b897fd9f834171bb2825.pdf,牧原食品股份有限公司,牧原股份,22762051,2025-12-10,管理办法/制度,牧原股份:银行间债券市场债务融资工具信息披露管理制度（2025年12月）,49b3bf39e715b897fd9f834171bb2825,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/7b54d721b90acd29f57e8ee5af9445fb.pdf,牧原食品股份有限公司,牧原股份,22762050,2025-12-10,监事会决议公告,牧原股份:第五届监事会第九次会议决议公告,7b54d721b90acd29f57e8ee5af9445fb,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/888467567ba35fc96953b008b9b13c8d.pdf,牧原食品股份有限公司,牧原股份,22762049,2025-12-10,其他,牧原股份:关于开展商品期货套期保值业务的公告,888467567ba35fc96953b008b9b13c8d,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/bd60855c204c3ec72ab561f97479cf2a.pdf,牧原食品股份有限公司,牧原股份,22762048,2025-12-10,议事规则/实施细则,牧原股份:董事会议事规则（草案）,bd60855c204c3ec72ab561f97479cf2a,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/7fa8ef59c8ec0c4097209d12a1db1f87.pdf,牧原食品股份有限公司,牧原股份,22762047,2025-12-10,担保年度额度预计,牧原股份:关于公司及控股子公司担保额度预计的公告,7fa8ef59c8ec0c4097209d12a1db1f87,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/9bb699306251eae3ce0203fce2edc7cc.pdf,牧原食品股份有限公司,牧原股份,22762045,2025-12-10,管理办法/制度,牧原股份:内幕信息知情人登记管理制度（2025年12月）,9bb699306251eae3ce0203fce2edc7cc,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/02b65cdd43b42140514eec317e9a5fdb.pdf,牧原食品股份有限公司,牧原股份,22762042,2025-12-10,董事会决议公告,牧原股份:第五届董事会第十次会议决议公告,02b65cdd43b42140514eec317e9a5fdb,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/4da31961e934e42050d7044c713d6f7e.pdf,牧原食品股份有限公司,牧原股份,22762039,2025-12-10,管理办法/制度,牧原股份:独立董事制度（2025年12月）,4da31961e934e42050d7044c713d6f7e,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/d7d33c47705a2cfdc340c8a11b0e94b3.pdf,牧原食品股份有限公司,牧原股份,22762037,2025-12-10,管理办法/制度,牧原股份:子公司管理控制制度（2025年12月）,d7d33c47705a2cfdc340c8a11b0e94b3,002714
牧原股份,http://stock.tianyancha.com/Announcement/eastmoney/3b0fc58386c8101530f6c8a5f3d1acf3.pdf,牧原食品股份有限公司,牧原股份,22762036,2025-12-10,关联交易,牧原股份:关于向河南省牧原农业发展公益基金会捐赠暨关联交易的公告,3b0fc58386c8101530f6c8a5f3d1acf3,002714
