ths_fore_np_fy1_stock,ths_fore_np_fy2_stock,ths_fore_np_fy3_stock,ths_fore_np_in12m_stock,ths_fore_np_yoy_stock,ths_fore_mbi_fy1_stock,ths_fore_mbi_fy2_stock,ths_fore_mbi_fy3_stock,ths_fore_mbi_yoy_stock,thscode,time,ths_pe_lyr_stock,ths_peg_lyr_stock,ths_pb_mrq_stock,ths_ps_lyr_stock,ths_dividend_rate_stock_stock,ths_per_lyr_stock
12077969069.25,13977248024.458,16233561160.818,13243553962.309,70.723420940566,239028417500.0,240933284000.0,246740470000.0,18.927873240592,600346.SH,,,,,,,
,,,,,,,,,600346.SH,,17.830122154979,40.493653840604,1.7840358272509,0.6272930601735,,16.65236121094
