trade_date,wind_code,open,high,low,close,volume,amt
2026-05-22,801010.SI,2595.98,2595.98,2553.37,2564.74,1806000000,15885330000
2026-05-25,801010.SI,2564.72,2565.95,2528.85,2547.18,1678270000,14467070000
2026-05-26,801010.SI,2537.15,2542.11,2519.70,2538.67,1709780000,14780810000
2026-05-27,801010.SI,2532.36,2538.70,2480.49,2493.41,1956200000,15942410000
2026-05-28,801010.SI,2485.60,2497.12,2440.88,2466.39,1625250000,13967020000
2026-05-29,801010.SI,2465.04,2501.21,2458.85,2480.48,1875120000,16075390000
2026-06-01,801010.SI,2474.60,2530.28,2463.39,2525.37,1903030000,17028920000
2026-06-02,801010.SI,2520.98,2520.98,2456.95,2466.56,1849740000,16043270000
2026-06-03,801010.SI,2467.25,2467.25,2425.70,2444.73,1721820000,14805780000
2026-06-04,801010.SI,2439.81,2451.38,2382.68,2387.25,1895460000,16269160000
2026-06-05,801010.SI,2385.06,2406.44,2365.76,2379.55,1635180000,13257120000
2026-06-08,801010.SI,2352.31,2402.69,2311.91,2335.55,1891990000,15548860000
2026-06-09,801010.SI,2341.99,2341.99,2313.98,2330.07,1616780000,13083090000
2026-06-10,801010.SI,2318.56,2347.51,2316.30,2337.51,1711320000,13522550000
2026-06-11,801010.SI,2329.76,2343.65,2306.33,2332.53,1662730000,12839550000
2026-06-12,801010.SI,2336.00,2381.48,2316.98,2373.88,2427430000,19203550000
2026-06-15,801010.SI,2380.57,2405.83,2359.49,2382.45,2061860000,16417690000
2026-06-16,801010.SI,2372.00,2372.00,2338.41,2357.68,1752170000,14212490000
2026-06-17,801010.SI,2349.27,2349.27,2311.44,2318.28,1733120000,14715810000
2026-06-18,801010.SI,2316.89,2316.89,2276.01,2277.95,1833260000,14882890000
2026-06-22,801010.SI,2269.86,2287.77,2226.43,2286.43,2360790000,17875820000
2026-06-23,801010.SI,2280.84,2335.34,2268.21,2271.03,2162780000,16821850000
2026-06-24,801010.SI,2264.02,2264.02,2200.95,2205.17,2054740000,14866920000
2026-06-25,801010.SI,2188.43,2196.08,2157.65,2184.45,2031810000,15190400000
2026-06-26,801010.SI,2195.73,2233.06,2165.08,2192.92,2256690000,18533440000
2026-06-29,801010.SI,2191.14,2272.16,2158.51,2257.84,2485300000,22812270000
2026-06-30,801010.SI,2237.69,2263.53,2215.82,2228.02,1929540000,16679390000
2026-07-01,801010.SI,2237.06,2363.88,2230.36,2337.03,3005950000,24463600000
2026-07-02,801010.SI,2332.85,2379.18,2327.98,2349.80,2683900000,21681140000
2026-07-03,801010.SI,2350.97,2377.75,2316.42,2340.46,2326280000,19302180000
2026-07-06,801010.SI,2357.41,2404.43,2349.24,2400.65,2547640000,22338180000
2026-07-07,801010.SI,2387.20,2389.41,2345.91,2364.31,2008120000,17007610000
2026-07-08,801010.SI,2348.72,2358.36,2305.04,2308.66,1665510000,14370340000
2026-07-09,801010.SI,2297.18,2323.30,2286.63,2302.25,1655510000,13837080000
2026-07-10,801010.SI,2294.02,2363.02,2294.02,2348.25,2159380000,17310560000
2026-07-13,801010.SI,2333.39,2352.51,2325.40,2334.64,1963520000,17126460000
2026-07-14,801010.SI,2321.74,2339.65,2306.45,2339.65,1862710000,15223550000
2026-07-15,801010.SI,2322.95,2407.64,2322.95,2392.73,2134520000,17983380000
2026-07-16,801010.SI,2387.97,2442.86,2387.97,2430.24,2210330000,19847360000
2026-07-17,801010.SI,2419.87,2437.82,2349.30,2365.95,2244160000,19100820000
2026-07-20,801010.SI,2356.18,2406.79,2337.09,2386.65,2212240000,19147230000
2026-07-21,801010.SI,2371.47,2386.34,2334.38,2348.51,2249740000,19640520000
2026-07-22,801010.SI,2334.88,2359.39,2323.30,2354.88,1673290000,14780020000
2026-07-23,801010.SI,2339.77,2384.79,2328.25,2379.45,1733750000,14045150000
