ths_operating_total_revenue_stock,ths_revenue_stock,ths_interest_income_stock,ths_earned_premium_stock,ths_fee_and_commi_income_stock,ths_operating_revenuediff_sri_stock,ths_operating_revenuediff_tbi_stock,ths_operating_total_cost_stock,ths_operating_cost_2_stock,ths_operating_cost_stock,ths_interest_payout_stock,ths_charge_and_commi_expenses_stock,ths_refunded_premium_stock,ths_compensate_net_pay_stock,ths_extract_ic_reserve_net_amt_stock,ths_commi_on_insurance_policy_stock,ths_rein_expenditure_stock,ths_operating_taxes_and_surcharge_stock,ths_sales_fee_stock,ths_manage_fee_stock,ths_rad_cost_sum_stock,ths_financing_expenses_stock,ths_finance_cost_interest_fee_stock,ths_fc_interest_income_stock,ths_asset_impairment_loss_stock,ths_asset_impairment_loss_publish_stock,ths_credit_impairment_loss_stock,ths_credit_impairment_loss_publish_stock,ths_operating_cost_diff_sri_stock,ths_operating_cost_diff_tbi_stock,ths_fv_chg_income_stock,ths_invest_income_stock,ths_ii_from_jc_etc_stock,ths_amortized_cost_fnncl_ass_cfrm_stock,ths_net_open_hedge_income_stock,ths_exchange_gain_stock,ths_asset_disposal_gain_stock,ths_other_income_stock,ths_op_diff_sri_stock,ths_op_diff_tbi_stock,ths_op_stock,ths_non_operating_income_stock,ths_noncurrent_asset_dispose_gain_stock,ths_nonoperating_cost_stock,ths_noncurrent_asset_dispose_loss_stock,ths_total_profit_diff_sri_stock,ths_total_profit_diff_tbi_stock,ths_total_profit_stock,unconfirmed_invest_loss_is,ths_income_tax_cost_stock,ths_np_diff_sri_stock,ths_np_diff_tbi_stock,ths_np_stock,ths_continued_operating_np_stock,ths_stop_operating_np_stock,ths_np_atoopc_stock,ths_minority_gal_stock,ths_basic_eps_stock,ths_dlt_earnings_per_share_stock,ths_other_compre_income_stock,ths_othrcompre_income_atoopc_stock,ths_cannt_reclass_to_gal_stock,ths_asset_change_due_to_remeasure_stock,ths_cannt_reclass_gal_equity_law_stock,ths_other_not_reclass_to_gal_stock,ths_other_equity_invest_fvc_stock,ths_corp_credit_risk_fvc_stock,ths_reclass_to_gal_stock,ths_reclass_togal_in_equity_law_stock,ths_saleable_fv_chg_gal_stock,ths_reclass_and_salable_gal_stock,ths_cf_hedging_gal_valid_part_stock,ths_fc_convert_diff_stock,ths_other_reclass_to_gal_stock,ths_other_debt_right_invest_fvc_stock,ths_fa_reclassi_amt_stock,ths_other_debt_right_invest_ir_stock,ths_othrcompre_income_atms_stock,ths_total_compre_income_stock,ths_total_compre_income_atsopc_stock,ths_total_compre_income_atms_stock,thscode,time
18486738694.46,18486738694.46,,,,,,17868312505.74,17691508899.01,16533830000.82,,,,,,,,40965830.6,472377151.81,375687469.15,120613338.24,148035108.39,196834724.1,42134658.94,170871202.09,-170871202.09,5932404.64,-5932404.64,,,2142702.46,48489243.79,35190946.39,,,,-355413.23,90736866.31,,,759439588.05,14134159.83,,73186659.12,,,,700387088.76,,77652244.44,,,622734844.32,622734844.32,,664273529.84,-41538685.52,0.5368,0.5368,18054.32,13901.83,,,,,,,13901.83,,,,,13901.83,,,,,4152.49,622752898.64,664287431.67,-41534533.03,002299.SZ,
