Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-08-13T16:00:00.000Z,4672.9750976562,4676.7124023438,4637.1284179688,4665.8813476562,663200416,0.0,0.0,000300.SS,NA,NA,CNY
