vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,圣农发展2026年券商一致预期归母净利润，单位亿元,1,一致预期,,,"|股票名称|股票代码|截止日期|预测年度|营业收入（万元）|营业收入同比（%）|营业成本（万元）|营业成本同比（%）|毛利率（%）|营业利润（万元）|营业利润同比（%）|利润总额（万元）|利润总额同比（%）|净利润（万元）|净利润同比（%）|归属母公司净利润（万元）|归属母公司净利润同比（%）|息税及折旧摊销前利润（万元）|息税前利润（万元）|每股收益EPS（元/股）|净资产收益率ROE（%）|总资产收益率ROA（%）|投资回报率ROIC（%）|市盈率PE|市净率PB|市销率PS|目标价（元）|目标价_除权（元）|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|圣农发展|002299|2026-08-15|2026|2194828.57|9.23|1886583.33|-1.16|13.95|146000.0|-2.81|141150.0|-1.81|132866.67|-4.22|128490.91|-6.89|310132.67|173681.0|1.02|10.89|6.23|8.54|17.13|1.86|1.1|21.42|21.3|
|圣农发展|002299|2026-08-15|2027|2390597.78|8.92|2019236.63|7.03|15.39|197642.75|35.37|193142.75|36.84|184757.14|39.05|174043.17|35.45|374035.33|227164.0|1.35|13.6|7.47|10.76|13.13|1.72|1.01|21.42|21.3|
|圣农发展|002299|2026-08-15|2028|2625075.38|19.6|2219316.25|17.64|15.45|221359.58|51.62|217201.36|53.88|204009.09|53.54|204486.92|59.15|403030.5|231325.5|1.6|14.23|7.9|11.26|11.7|1.59|0.96|21.42|21.3|",2026-08-16T09:31:50.856256+08:00
