vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,中炬高新2026年券商一致预期归母净利润，单位亿元,1,一致预期,,,"|股票名称|股票代码|截止日期|预测年度|营业收入（万元）|营业收入同比（%）|营业成本（万元）|营业成本同比（%）|毛利率（%）|营业利润（万元）|营业利润同比（%）|利润总额（万元）|利润总额同比（%）|净利润（万元）|净利润同比（%）|归属母公司净利润（万元）|归属母公司净利润同比（%）|息税及折旧摊销前利润（万元）|息税前利润（万元）|每股收益EPS（元/股）|净资产收益率ROE（%）|总资产收益率ROA（%）|投资回报率ROIC（%）|市盈率PE|市净率PB|市销率PS|目标价（元）|目标价_除权（元）|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|中炬高新|600872|2026-08-15|2026|492845.28|17.35|299374.33|-17.16|39.22|84036.8|27.21|83450.33|28.62|70467.6|30.86|69515.41|29.44|112284.13|75100.0|0.9|11.14|8.38|11.49|21.96|2.49|3.04|24.85|24.5|
|中炬高新|600872|2026-08-15|2027|542141.83|10.0|328410.07|9.7|39.56|96635.6|14.99|96029.13|15.07|80688.53|14.5|79592.91|14.5|125822.5|87800.0|1.03|11.96|9.07|12.81|19.14|2.29|2.76|24.85|24.5|
|中炬高新|600872|2026-08-15|2028|592035.0|20.13|354990.83|18.58|40.09|110284.56|31.23|110023.65|31.84|92149.11|30.77|91091.52|31.04|139336.89|108366.67|1.17|12.81|9.62|13.12|17.08|2.16|2.59|24.85|24.5|",2026-08-16T09:31:55.411939+08:00
