vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,东鹏饮料、中炬高新、洽洽食品2026年第二季度单季度归母净利润同比增速,1,财务分析,,,"|股票名称|股票代码|财务分析指标名称|财务分析指标代码|指标类型|核算方式|时间|报告期|财务分析指标数额|展示单位|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|东鹏饮料|605499|净利润-同比增长率|CFI00000001N|区间类型|单季值|2026-06-30|半年报|15.4703|%|成长能力|
|东鹏饮料|605499|归属母公司股东的净利润-同比增长率|CFI00000001O|区间类型|单季值|2026-06-30|半年报|15.3891|%|成长能力|",2026-08-16T09:17:59.380045+08:00
