vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,永辉超市、长白山、百隆东方2026年上半年营业收入同比增速,1,财务分析,,,"|股票名称|股票代码|财务分析指标名称|财务分析指标代码|指标类型|核算方式|时间|报告期|财务分析指标数额|展示单位|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|永辉超市|601933|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|-23.527|%|成长能力|
|永辉超市|601933|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|-23.527|%|成长能力|
|百隆东方|601339|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-06-30|半年报|19.0285|%|成长能力|
|百隆东方|601339|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-06-30|半年报|19.0285|%|成长能力|
|百隆东方|601339|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|14.8488|%|成长能力|
|百隆东方|601339|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|14.8488|%|成长能力|
|长白山|603099|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|21.3732|%|成长能力|
|长白山|603099|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|21.3732|%|成长能力|",2026-08-16T09:18:57.941832+08:00
