vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,长白山2026年一致预测归属母公司净利润,1,一致预期,,,"|股票名称|股票代码|截止日期|预测年度|营业收入（万元）|营业收入同比（%）|营业成本（万元）|营业成本同比（%）|毛利率（%）|营业利润（万元）|营业利润同比（%）|利润总额（万元）|利润总额同比（%）|净利润（万元）|净利润同比（%）|归属母公司净利润（万元）|归属母公司净利润同比（%）|息税及折旧摊销前利润（万元）|息税前利润（万元）|每股收益EPS（元/股）|净资产收益率ROE（%）|总资产收益率ROA（%）|投资回报率ROIC（%）|市盈率PE|市净率PB|市销率PS|目标价（元）|目标价_除权（元）|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|长白山|603099|2026-08-15|2026|89246.71|13.29|53670.0|-12.39|39.75|23244.0|30.3|22867.33|30.05|16476.0|31.8|17107.67|32.26|35356.0|-|0.62|10.22|8.75|11.28|57.38|5.9|10.78|37.3|37.3|
|长白山|603099|2026-08-15|2027|99430.14|11.41|58935.83|9.81|40.67|27504.5|18.33|27161.17|18.78|19438.6|17.98|20121.6|17.62|40243.67|-|0.73|10.97|9.64|12.96|49.94|5.36|9.64|37.3|37.3|
|长白山|603099|2026-08-15|2028|109033.11|22.17|64208.75|19.64|41.07|31000.88|33.37|30705.88|34.28|21789.5|32.25|22342.56|30.6|40668.0|-|0.82|11.29|10.11|14.83|43.81|4.88|8.75|37.3|37.3|",2026-08-16T09:34:07.892900+08:00
