vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,青松股份2026年券商一致预期归母净利润，单位亿元,1,一致预期,,,"|股票名称|股票代码|截止日期|预测年度|营业收入（万元）|营业收入同比（%）|营业成本（万元）|营业成本同比（%）|毛利率（%）|营业利润（万元）|营业利润同比（%）|利润总额（万元）|利润总额同比（%）|净利润（万元）|净利润同比（%）|归属母公司净利润（万元）|归属母公司净利润同比（%）|息税及折旧摊销前利润（万元）|息税前利润（万元）|每股收益EPS（元/股）|净资产收益率ROE（%）|总资产收益率ROA（%）|投资回报率ROIC（%）|市盈率PE|市净率PB|市销率PS|目标价（元）|目标价_除权（元）|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|诺斯贝尔|300132|2026-08-15|2026|254529.8|14.69|201649.5|-1.81|20.79|21361.5|14.6|20737.5|16.25|17644.75|18.53|18027.0|17.65|34021.67|-|0.35|10.89|7.59|19.7|18.42|1.93|1.23|10.57|10.57|
|诺斯贝尔|300132|2026-08-15|2027|289724.4|13.83|228612.5|13.37|21.15|26584.0|24.45|25934.75|25.06|22018.75|24.79|22475.75|24.68|39313.67|-|0.43|11.98|8.18|25.44|14.79|1.71|1.07|10.57|10.57|
|诺斯贝尔|300132|2026-08-15|2028|323205.6|26.98|253929.8|25.93|21.41|30886.4|44.59|30427.2|46.73|25924.4|46.92|26262.29|45.68|44263.5|-|0.51|12.34|9.05|24.79|13.0|1.65|0.93|10.57|10.57|",2026-08-16T09:32:41.515812+08:00
