vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,益生股份、拉芳家化2026年上半年营业收入同比增速,1,财务分析,,,"|股票名称|股票代码|财务分析指标名称|财务分析指标代码|指标类型|核算方式|时间|报告期|财务分析指标数额|展示单位|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|益生股份|002458|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-06-30|半年报|28.4363|%|成长能力|
|益生股份|002458|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-06-30|半年报|28.4363|%|成长能力|
|益生股份|002458|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|25.8254|%|成长能力|
|益生股份|002458|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|25.8254|%|成长能力|
|拉芳家化|603630|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|6.2145|%|成长能力|
|拉芳家化|603630|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|6.2145|%|成长能力|",2026-08-16T09:17:13.146178+08:00
