vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,天味食品、佳禾食品、青松股份2026年上半年营业收入同比增速,1,财务分析,,,"|股票名称|股票代码|财务分析指标名称|财务分析指标代码|指标类型|核算方式|时间|报告期|财务分析指标数额|展示单位|报表名称|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|诺斯贝尔|300132|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|14.6455|%|成长能力|
|诺斯贝尔|300132|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|14.6455|%|成长能力|
|天味食品|603317|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|76.1909|%|成长能力|
|天味食品|603317|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|76.1909|%|成长能力|
|佳禾食品|605300|营业总收入-同比增长率|CFI0000000AB|区间类型|累计值|2026-03-31|一季报|-3.012|%|成长能力|
|佳禾食品|605300|营业收入-同比增长率|CFI00000001K|区间类型|累计值|2026-03-31|一季报|-3.012|%|成长能力|",2026-08-16T09:18:49.154748+08:00
