vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,燕京啤酒2026年券商一致预期归母净利润，单位亿元,1,一致预期,,,"|股票名称|股票代码|截止日期|预测年度|营业收入（万元）|营业收入同比（%）|营业成本（万元）|营业成本同比（%）|毛利率（%）|营业利润（万元）|营业利润同比（%）|利润总额（万元）|利润总额同比（%）|净利润（万元）|净利润同比（%）|归属母公司净利润（万元）|归属母公司净利润同比（%）|息税及折旧摊销前利润（万元）|息税前利润（万元）|每股收益EPS（元/股）|净资产收益率ROE（%）|总资产收益率ROA（%）|投资回报率ROIC（%）|市盈率PE|市净率PB|市销率PS|目标价（元）|目标价_除权（元）|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|燕京啤酒|000729|2026-08-15|2026|1614227.48|5.28|886804.76|-32.59|45.05|280890.48|18.8|280947.62|18.56|237952.38|18.52|201051.24|19.74|351018.18|286900.0|0.71|12.29|8.51|15.36|17.4|2.06|2.23|15.48|15.41|
|燕京啤酒|000729|2026-08-15|2027|1689464.56|4.66|914271.43|3.1|45.9|319423.81|13.72|320009.52|13.9|271057.14|13.91|231898.92|15.34|395000.0|331300.0|0.82|12.93|8.95|17.23|15.09|1.9|2.13|15.48|15.41|
|燕京啤酒|000729|2026-08-15|2028|1763181.2|9.23|941408.7|6.16|46.57|356721.74|27.0|356913.04|27.04|303063.64|27.36|260503.72|29.57|433491.67|367700.0|0.92|13.34|9.18|19.61|13.41|1.77|2.06|15.48|15.41|",2026-08-16T09:32:17.031696+08:00
