vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,益生股份2026年券商一致预期归母净利润，单位亿元,1,一致预期,,,"|股票名称|股票代码|截止日期|预测年度|营业收入（万元）|营业收入同比（%）|营业成本（万元）|营业成本同比（%）|毛利率（%）|营业利润（万元）|营业利润同比（%）|利润总额（万元）|利润总额同比（%）|净利润（万元）|净利润同比（%）|归属母公司净利润（万元）|归属母公司净利润同比（%）|息税及折旧摊销前利润（万元）|息税前利润（万元）|每股收益EPS（元/股）|净资产收益率ROE（%）|总资产收益率ROA（%）|投资回报率ROIC（%）|市盈率PE|市净率PB|市销率PS|目标价（元）|目标价_除权（元）|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|益生股份|002458|2026-08-15|2026|363337.5|23.07|248575.0|-9.36|31.52|75325.0|338.2|73414.29|357.48|75371.43|365.9|75500.0|356.41|116528.67|79229.5|0.62|16.09|11.98|13.34|16.96|2.5|3.09|11.08|11.08|
|益生股份|002458|2026-08-15|2027|401815.0|10.59|271715.33|9.31|32.23|88928.0|18.06|86481.5|17.8|89471.43|18.71|88513.11|17.24|132915.0|97581.5|0.72|17.42|12.95|15.38|14.22|2.32|2.92|11.08|11.08|
|益生股份|002458|2026-08-15|2028|420942.13|15.85|294072.0|18.3|29.95|85206.38|13.12|85864.43|16.96|83628.57|10.96|84647.88|12.12|116110.0|67913.0|0.65|15.69|11.68|13.43|14.86|2.12|2.87|11.08|11.08|",2026-08-16T09:31:22.751345+08:00
