vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,老铺黄金06181.HK 2026年预测归母净利润，人民币百万元,1,港股盈利预测,,,"|股票名称|股票代码|截止日期|预测指标|预测报告期|统计周期(天)|预测数据币种|预测数据单位|预测次数|预测值平均数|预测值中位数|预测值最小值|预测值最大值|预测值标准差|预测值调高次数|预测值调低次数|
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
|老铺黄金|06181|2026-04-10|营业收入|2026-12-31|100|人民币元|百万元|23|42316.72|42211.83|35720.0|51668.0|3830.5914|18|0|
|老铺黄金|06181|2026-04-10|营业收入|2027-12-31|100|人民币元|百万元|22|51501.82|49574.46|40560.0|74354.0|7260.9634|17|0|
|老铺黄金|06181|2026-04-10|营业收入|2028-12-31|100|人民币元|百万元|17|61418.84|58448.0|47639.0|91433.0|11436.6663|0|0|",2026-08-16T09:35:07.886966+08:00
