vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,佳禾食品2026年一致预测归属母公司净利润,1,一致预期,,,"|股票名称|股票代码|截止日期|预测年度|营业收入（万元）|营业收入同比（%）|营业成本（万元）|营业成本同比（%）|毛利率（%）|营业利润（万元）|营业利润同比（%）|利润总额（万元）|利润总额同比（%）|净利润（万元）|净利润同比（%）|归属母公司净利润（万元）|归属母公司净利润同比（%）|息税及折旧摊销前利润（万元）|息税前利润（万元）|每股收益EPS（元/股）|净资产收益率ROE（%）|总资产收益率ROA（%）|投资回报率ROIC（%）|市盈率PE|市净率PB|市销率PS|目标价（元）|目标价_除权（元）|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|佳禾食品|605300|2026-08-15|2026|237400.0|5.23|200700.0|-10.68|15.5|8800.0|152.35|9000.0|145.68|8500.0|146.11|7600.0|146.78|-|-|0.17|2.6|-|3.1|65.5|1.7|-|11.1|11.1|
|佳禾食品|605300|2026-08-15|2027|253300.0|6.7|214100.0|6.68|15.5|9900.0|12.5|10100.0|12.22|9500.0|11.76|8500.0|11.84|-|-|0.19|2.9|-|3.3|58.4|1.7|-|11.1|11.1|
|佳禾食品|605300|2026-08-15|2028|273000.0|15.0|230500.0|14.85|15.6|11500.0|30.68|11600.0|28.89|11000.0|29.41|9800.0|28.95|-|-|0.22|3.3|-|3.7|50.6|1.7|-|11.1|11.1|",2026-08-16T09:33:47.185598+08:00
