vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,锦江酒店、益生股份、拉芳家化2026年年初至今的区间涨跌幅,1,股票区间行情,,,"|股票名称|股票代码|区间开始日期|区间截止日期|复权方式|区间交易日天数（天）|区间停牌天数（天）|区间前收盘价（元）|区间开盘价（元）|区间最高价（元）|区间最低价（元）|区间收盘价（元）|区间收盘最高价（元）|区间收盘最低价（元）|区间均价（元）|区间涨跌（元）|区间涨跌幅（%）|区间振幅（%）|区间成交额（万元）|区间成交量（万股）|区间成交笔数（笔）|区间日均成交额（万元）|区间日均成交量（万股）|区间换手率（%）|区间日均换手率（%）|区间涨停天数（天）|区间跌停天数（天）|区间上涨天数（天）|区间下跌天数（天）|区间最大回撤（%）|区间最大回撤对应开始日|区间最大回撤对应截止日|区间最大涨幅（%）|区间最大涨幅对应开始日|区间最大涨幅对应截止日|区间平均收盘市值(亿元)|区间最高价对应日期|区间最低价对应日期|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|益生股份|002458|2026-01-05|2026-08-14|前复权|149|0|6.48|6.5|10.99|6.5|9.74|10.52|6.64|9.25|3.26|50.31|69.29|3966341.93|428937.77|5072934|26619.74|2878.78|491.58|3.3|3|0|72|71|34.651|2026-05-06|2026-06-29|38.42|2026-06-29|2026-05-06|114.91|2026-08-11|2026-01-05|
|锦江酒店|600754|2026-01-05|2026-08-14|前复权|149|0|24.67|24.67|28.77|17.13|19.18|28.51|17.32|23.32|-5.49|-22.25|47.18|4593930.74|196991.49|4709817|30831.75|1322.09|217.42|1.46|0|0|67|81|40.6849|2026-04-01|2026-07-13|19.77|2026-07-13|2026-04-01|213.81|2026-04-01|2026-07-14|
|拉芳家化|603630|2026-01-05|2026-08-14|前复权|149|0|19.36|19.36|24.56|12.04|14.94|24.27|12.44|16.44|-4.42|-22.83|64.67|1407457.31|85604.95|1868961|9446.02|574.53|380.12|2.55|3|0|66|80|48.7433|2026-01-15|2026-06-26|26.29|2026-06-26|2026-08-12|37.15|2026-01-15|2026-06-29|",2026-08-16T09:21:42.277704+08:00
