vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,百隆东方2026年券商一致预期归母净利润，单位亿元,1,一致预期,,,"|股票名称|股票代码|截止日期|预测年度|营业收入（万元）|营业收入同比（%）|营业成本（万元）|营业成本同比（%）|毛利率（%）|营业利润（万元）|营业利润同比（%）|利润总额（万元）|利润总额同比（%）|净利润（万元）|净利润同比（%）|归属母公司净利润（万元）|归属母公司净利润同比（%）|息税及折旧摊销前利润（万元）|息税前利润（万元）|每股收益EPS（元/股）|净资产收益率ROE（%）|总资产收益率ROA（%）|投资回报率ROIC（%）|市盈率PE|市净率PB|市销率PS|目标价（元）|目标价_除权（元）|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|百隆东方|601339|2026-08-15|2026|886670.13|12.8|743645.5|2.49|16.12|111222.38|50.74|111645.87|50.57|98124.25|49.55|97493.41|48.59|176975.5|122400.0|0.65|10.22|7.1|8.46|12.78|1.27|1.35|9.61|9.61|
|百隆东方|601339|2026-08-15|2027|948778.81|7.0|794541.31|6.84|16.21|119782.0|7.7|120008.0|7.49|105517.06|7.53|105039.59|7.74|190400.75|136500.0|0.7|10.66|6.96|8.75|11.92|1.24|1.24|9.61|9.61|
|百隆东方|601339|2026-08-15|2028|1020643.13|15.11|852801.0|14.68|16.43|130635.6|17.45|130197.64|16.62|114913.0|17.11|114418.44|17.36|203869.86|152500.0|0.76|11.25|7.25|9.58|10.97|1.2|1.15|9.61|9.61|",2026-08-16T09:33:14.004421+08:00
