vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,FinQuery,永辉超市、长白山、百隆东方2026年年初至今的区间涨跌幅,1,股票区间行情,,,"|股票名称|股票代码|区间开始日期|区间截止日期|复权方式|区间交易日天数（天）|区间停牌天数（天）|区间前收盘价（元）|区间开盘价（元）|区间最高价（元）|区间最低价（元）|区间收盘价（元）|区间收盘最高价（元）|区间收盘最低价（元）|区间均价（元）|区间涨跌（元）|区间涨跌幅（%）|区间振幅（%）|区间成交额（万元）|区间成交量（万股）|区间成交笔数（笔）|区间日均成交额（万元）|区间日均成交量（万股）|区间换手率（%）|区间日均换手率（%）|区间涨停天数（天）|区间跌停天数（天）|区间上涨天数（天）|区间下跌天数（天）|区间最大回撤（%）|区间最大回撤对应开始日|区间最大回撤对应截止日|区间最大涨幅（%）|区间最大涨幅对应开始日|区间最大涨幅对应截止日|区间平均收盘市值(亿元)|区间最高价对应日期|区间最低价对应日期|
|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|----------|
|百隆东方|601339|2026-01-05|2026-08-14|前复权|149|0|5.59|5.69|9.17|5.52|7.71|9.11|5.59|7.42|2.12|37.92|65.3|1717470.29|231592.74|2910494|11526.65|1554.31|154.44|1.04|0|0|78|68|28.6017|2026-05-07|2026-06-22|63.04|2026-01-07|2026-05-07|111.34|2026-05-07|2026-01-05|
|永辉超市|601933|2026-01-05|2026-08-14|前复权|149|0|4.69|4.65|5.85|2.79|3.19|5.36|2.84|4.09|-1.5|-31.98|65.25|12298004.92|3004873.25|11056555|82536.95|20166.93|332.38|2.23|1|0|75|72|47.0149|2026-01-12|2026-06-30|16.55|2026-06-30|2026-08-05|342.11|2026-01-13|2026-06-30|
|长白山|603099|2026-01-05|2026-08-14|前复权|149|0|44.96|44.96|51.98|32.88|39.99|50.28|33.5|39.46|-4.97|-11.05|42.48|3927137.86|99513.77|2955983|26356.63|667.88|369.22|2.48|0|0|75|73|33.3729|2026-01-15|2026-04-24|20.87|2026-04-24|2026-08-11|104.72|2026-01-15|2026-04-27|",2026-08-16T09:21:37.453067+08:00
