vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,SmartStockSelection,筛选近3个月券商一致预测净利润上调超过10%的食品饮料或美容护理或农林牧渔行业公司,1,智能选股,,,"智能选股工具共筛选出 3 个符合条件标的，以下列出前 3 条
|证券代码|证券简称|行业名称|预告净利润同比增长上限(%)<[日期]:20260331><[预告对象]:累计利润>|收盘价(元)<[日期]:20260814><[复权方式]:前复权>|涨跌幅(%)<[日期]:20260814><[复权方式]:前复权>|涨跌(元)<[日期]:20260814><[复权方式]:前复权>|最高价(元)<[日期]:20260814><[复权方式]:前复权>|最低价(元)<[日期]:20260814><[复权方式]:前复权>|换手率(%)<[日期]:20260814>|成交量(股)<[日期]:20260814>|成交额(元)<[日期]:20260814>|最新股息率(%)<[日期]:20260814>|总市值(亿元)<[日期]:20260814>|流通市值(元)<[日期]:20260814>|
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
|600186|莲花控股|食品饮料-调味发酵品Ⅱ-调味发酵品Ⅲ|53.46|12.02|9.97|1.09|12.02|10.75|16.88|302083704.0|3518677943.0|-|215.49|21505442257.82|
|002299|圣农发展|农林牧渔-养殖业-肉鸡养殖|96.54|16.13|-0.37|-0.06|16.22|16.0|0.77|9367162.0|150791789.37|3.09|200.46|19656013741.68|
|000729|燕京啤酒|食品饮料-非白酒-啤酒|65.0|12.69|-0.55|-0.07|12.84|12.66|0.49|12402700.0|157676584.0|2.36|357.67|31846908604.23|",2026-08-16T09:22:28.964101+08:00
