ths_fore_np_fy1_stock,ths_fore_np_fy2_stock,ths_fore_np_fy3_stock,ths_fore_np_in12m_stock,ths_fore_np_yoy_stock,ths_fore_mbi_fy1_stock,ths_fore_mbi_fy2_stock,ths_fore_mbi_fy3_stock,ths_fore_mbi_yoy_stock,thscode,time,ths_pe_lyr_stock,ths_peg_lyr_stock,ths_pb_mrq_stock,ths_ps_lyr_stock,ths_dividend_rate_stock_stock,ths_per_lyr_stock
5776081225.5,27242479917.833,25835462309.103,19067604799.383,-62.703417162607,128031916428.57,155193743214.29,150772534137.93,-11.178364018168,002714.SZ,,,,,,,
,,,,,,,,,002714.SZ,,14.966579888726,-1.1177111285649,2.6869856501743,1.6080047928413,,12.963564578817
