vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,11,公告库,登康口腔:2025年年度报告,0.6,"公告标题：登康口腔:2025年年度报告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：实际控制人通过信托或其他资产管理方式控制公司
4、公司控股股东或第一大股东及其一致行动人累计质押股份数量占其所持公司股份数量比例达到 80%
□适用 不适用
5、其他持股在 10%以上的法人股东
□适用 不适用
6、控股股东、实际控制人、重组方及其他承诺主体股份限制减持情况
□适用 不适用
四、股份回购在报告期的具体实施情况
股份回购的实施进展情况  
□适用 不适用  
采用集中竞价交易方式减持回购股份的实施进展情况  
□适用 不适用
五、优先股相关情况 
□适用 不适用报告期公司不存在优先股。
第七节 债券相关情况
□适用 不适用",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,12,公告库,登康口腔:关于2025年度利润分配方案的公告,0.55,"公告标题：登康口腔:关于2025年度利润分配方案的公告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：三、现金分红方案的具体情况
（一）公司不存在触及其他风险警示情形
| 项目 | 本年度 | 上年度 | 上上年度 |
| --- | --- | --- | --- |
| 现金分红总额（元） | 146,347,730.00 | 129,130,350.00 | 111,912,970.00 |
| 回购注销总额（元） | 0.00 | 0.00 | 0.00 |
| 归属于上市公司股东的净利润（元） | 181,077,979.98 | 161,179,433.51 | 141,296,591.71 |
| 合并报表本年度末累计未分配利润（元） | 253,794,168.59 |  |  |
| 母公司报表本年度末累计未分配利润（元） | 252.062.871.94 |  |  |
| 上市是否满三个完整会计年度 | 口是否 |  |  |
| 最近三个会计年度累计现金分红总额（元） | 387,391,050.00 |  |  |
| 最近三个会计年度累计回购注销总额（元） | 0.00 |  |  |
| 最近三个会计年度平均净利润（元) | 161,184,668.40 |  |  |
| 最近三个会计年度累计现金分红及回购注销总额（元） | 387,391,050.00 |  |  |
| 是否触及《股票上市规则》第9.8.1条第（九）项规定的 可能被实施其他风险警示情形 | 口是否 |  |  |
其他说明：
公司上市未满完整的三个会计年度，不适用《深圳证券交易所股票上市规则》第9.8.1条（九）的规定；此外，公司亦不触及该条规定的可能被实施其他风险警示情形。",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,13,公告库,登康口腔:2025年年度报告,0.55,"公告标题：登康口腔:2025年年度报告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：重庆登康口腔护理用品股份有限公司

| 承诺事由 承诺方 |  | 承诺 类型 | 承诺内容 | 承诺时间|承诺期限 | 履行情况 |
| --- | --- | --- | --- | --- | --- |
| 首次公开发行 或再融资时所 作承诺 | 重庆百货大楼 股份有限公司 | 限售 承诺上述承诺本公司将依法承担相应责任。 | 持有的公司股份，也不由发行人回购该部分股份。 2、上述承诺为本公司真实意思表示，本公司自愿接受监管机构、自律组织及社会公众的监督，若违反月10日 | 2023年042024年04 月09日注 | 已于2026 年2月6日 履行完毕 |
| 首次公开发行 或再融资时所 作承诺 | 间接持有公司股 份的董事、高级限售 管理人员 | 股份 承诺 | 1、本人自发行人股票上市之日起36个月内，不转让或者委托他人管理本人间接持有的发行人首次公开 发行股票前已发行的股份，也不由发行人回购该部分股份； 2、本人间接所持发行人股票在锁定期满后两年内减持的，其减持价格不低于发行价；发行人上市后 6 个月内如发行人股票连续20个交易日的收盘价均低于发行价，或者上市后6个月期末收盘价低于发行 价，本人持有发行人股票的锁定期限自动延长6个月； 3、本人在担任发行人董事/高级管理人员期间，每年转让发行人股份不超过本人间接持有发行人股份总|月10日 数的 25%；在离职后半年内不转让本人间接持有的发行人股份；如本人在任期届满前离职，在本人就任 时确定的任期内和届满后6个月内，同样遵守前述规定： 4、上述承诺为本人真实意思表示，本人自愿接受监管机构、自律组织及社会公众的监督，若违反上述 承诺本人将依法承担相应责任， 本公司持续看好发行人以及其所处行业的发展前景，愿意长期持有其股票。如锁定期满后拟减持发行人 股票的，将严格遵守中国证券监督管理委员会（“中国证监会”）、深圳证券交易所关于股东减持的相 | 2023年042026年04 月09日 | 已于2026 年4月9日 履行完毕 |
| 首次公开发行 或再融资时所 作承诺 | 重庆轻纺控股 （集团）公司 | 圳证券交易所相关规定的方式。 | 关规定，结合发行人稳定股价的需要，审慎制定股票减持计划。 若本公司对所持发行人首次公开发行前股份在锁定期（包括延长锁定期）满后两年内减持的，减持价格 不低于本次发行价格（若发行人在该期间内发生派息、送股、公积金转增股本、配股等除权除息事项， 发行价格应相应调整)；减持方式包括集中竞价交易、大宗交易、协议转让及其他符合中国证监会及深 股份 在锁定期（包括延长锁定期）满后，本公司对所持有的发行人首次公开发行前股份，如采取集中竞价交 减持 易方式进行减持，在任意连续90个自然日内，减持股份的总数不得超过发行人股份总数的1%；采取大 承诺 宗交易方式进行减持的，在连续90个自然日内，减持股份的总数不得超过发行人股份总数的2%；采用 协议转让方式减持的，单个受让方的受让比例不得低于5%。 若本公司违反上述承诺减持发行人股份，减持所得收入归发行人所有，本公司将在获得收入后将前述收 入支付给发行人指定账户；如果因本公司未履行上述承诺事项给发行人或者其他投资者造成损失的，本 公司将向发行人或者其他投资者依法承担赔偿责任。 本公司减持股份将严格按照中国证监会、深圳证券交易所的规则履行相关信息披露义务，并遵守中国证 | 月10日 2023年04 | 长期有效正常履行中 |
| 首次公开发行 或再融资时所 作承诺 | 广东温氏投资 有限公司 | 股份 减持 | 监会、深圳证券交易所关于减持数量及比例等法定限制。若本公司或发行人存在法定不得减持股份的情 形的，本公司不得进行股份减持， 本公司持续看好发行人以及其所处行业的发展前景，愿意长期持有其股票。如锁定期满后拟减持发行人 股票的，将严格遵守中国证券监督管理委员会（以下简称“中国证监会”）、深圳证券交易所关于股东 减持的相关规定，审慎制定股票减持计划。本公司减持方式包括集中竞价交易、大宗交易、协议转让及2023年04 其他符合中国证监会及深圳证券交易所相关规定的方式。 承诺 在锁定期（包括延长锁定期）满后，本公司对所持有的发行人首次公开发行前股份，如采取集中竞价交 易方式进行减持，在任意连续90个自然日内，减持股份的总数不得超过发行人股份总数的1%；采取大 | 月10日 | 长期有效正常履行中 |",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,14,公告库,登康口腔:2026年一季度报告,0.48,"公告标题：登康口腔:2026年一季度报告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：持股 5%以上股东、前 10 名股东及前 10 名无限售流通股股东参与转融通业务出借股份情况
□适用 不适用  
前 10 名股东及前10 名无限售流通股股东因转融通出借/归还原因导致较上期发生变化  
□适用 不适用
（二） 公司优先股股东总数及前 10 名优先股股东持股情况表
□适用 不适用
三、其他重要事项
□适用 不适用
四、季度财务报表
（一） 财务报表
1、合并资产负债表
编制单位：重庆登康口腔护理用品股份有限公司
2026 年 03 月 31 日


| 项目 流动资产： | 期末余额 | 单位：元 期初余额 |
| --- | --- | --- |
| 货币资金 | 113,381,302.35 | 285,249,044.04 |
| 结算备付金 拆出资金 |  |  |
| 交易性金融资产 | 1,004,374,520.83 | 845,117,229.17 |
| 衍生金融资产 应收票据 | 13,545,178.32 | 12,369,521.07 |
| 应收账款 | 36,122,990.64 | 28,176,760.73 |
| 应收款项融资 |  |  |
| 预付款项 | 12,321,247.25 | 11,871,201.37 |
| 应收保费 |  |  |
| 应收分保账款 |  |  |
| 应收分保合同准备金 |  |  |
| 其他应收款 | 2,044,130. 77 | 2,354,966.69 |
| 其中：应收利息 |  |  |
| 应收股利 |  |  |
| 买入返售金融资产 |  |  |
| 存货 | 187,249,346.77 | 178,058,679.91 |
| 其中：数据资源 合同资产 |  |  |
| 持有待售资产 |  |  |
| 一年内到期的非流动资产 | 291,738,486. 11 | 157,348,888.89 |
| 其他流动资产 | 20,228.51 | 1,212,561.88 |
| 流动资产合计 | 1,660,797,431.55 | 1,521,758,853.75 |
| 非流动资产： |  |  |
| 发放贷款和垫款 |  |  |
| 债权投资 其他债权投资 | 156,076,861.11 | 205,498,611.11 |
| 长期应收款 |  |  |
| 长期股权投资 |  |  |
| 其他权益工具投资 其他非流动金融资产 |  |  |
| 投资性房地产 固定资产 | 236,774.82 193,468,855.87 | 256,685.09 200,978,638.52 |
| 在建工程 生产性生物资产 | 24,626,675.32 | 24,858,076.84 |
| 油气资产 |  |  |
| 使用权资产 |  |  |
| 无形资产 其中：数据资源 | 20,116,630.03 | 20,551,582.54 |
| 开发支出 |  |  |
| 其中：数据资源 商誉 |  |  |
| 长期待摊费用 |  |  |
| 递延所得税资产 其他非流动资产 | 43,237,429.38 | 33,523,829.88 |
| 非流动资产合计 | 437,763,226.53 | 485,667,423.98 |
| 资产总计 流动负债： | 2,098,560,658.08 | 2,007,426,277.73 |
| 短期借款 |  |  |
| 向中央银行借款 拆入资金 |  |  |
| 交易性金融负债 衍生金融负债 |  |  |
| 应付票据 |  |  |
| 应付账款 | 149,833,770.19 | 150,942,487.80 |
| 预收款项 |  |  |
| 合同负债 | 32,944,789.28 | 24,004,605.93 |
| 卖出回购金融资产款 |  |  |
| 吸收存款及同业存放 |  |  |
| 代理买卖证券款 |  |  |
| 代理承销证券款 |  |  |
|  |  |  |
| 应付职工薪酬 | 35,664,813.86 | 57,814,740.78 |
| 应交税费 | 33,173,237.27 | 14,865,766.15 |
|  |  |  |
| 其他应付款 | 98,084,781.13 | 68,658,560.97 |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
| 其中：应付利息 |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
|  |  |  |
| 应付手续费及佣金 |  |  |
| 应付分保账款 |  |  |
| 持有待售负债 |  |  |
| 一年内到期的非流动负债 其他流动负债 | 126, 896,407.44 | 135,994,319.21 |
| 流动负债合计 | 476,597,799.17 | 452,280,480.84 |
|  |  |  |
| 非流动负债： |  |  |
| 保险合同准备金 |  |  |
| 长期借款 |  |  |
| 应付债券 |  |  |
| 其中：优先股 |  |  |
| 永续债 租赁负债 |  |  |
| 长期应付款 |  |  |
| 长期应付职工薪酬 | 48,089,105.56 | 49,486,479.13 |
| 预计负债 |  |  |
| 递延收益 | 488,278.26 | 598,313.25 |
| 递延所得税负债 |  |  |
| 其他非流动负债 |  |  |
| 非流动负债合计 | 48,577,383.82 | 50,084,792.38 |
| 负债合计 | 525,175,182.99 | 502,365,273.22 |
| 所有者权益： |  |  |
| 股本 | 172,173,800.00 | 172,173,800.00 |
| 其他权益工具 |  |  |
| 其中：优先股 |  |  |
| 永续债 |  |  |
| 资本公积 | 1,010,203,335.92 | 996,976,135.92 |
| 减：库存股 |  |  |
| 其他综合收益 | -3,970,000.00 | -3,970,000.00 |
| 专项储备 |  |  |
| 盈余公积 | 86,086,900.00 | 86,086,900.00 |
| -般风险准备 | 308,891,439.17 |  |
| 未分配利润 归属于母公司所有者权益合计 | 1,573,385,475.09 | 253,794,168.59 1,505,061,004.51 |
| 少数股东权益 |  |  |
| 所有者权益合计 | 1,573,385,475.09 | 1,505,061,004.51 |
|  |  |  |
| 负债和所有者权益总计 | 2,098,560,658.08 | 2,007,426,277.73 |

法定代表人：赵丰硕
主管会计工作负责人：王青杰
会计机构负责人：谭海潮",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,15,公告库,登康口腔:关于部分首次公开发行前限售股份上市流通的提示性公告,0.48,"公告标题：登康口腔:关于部分首次公开发行前限售股份上市流通的提示性公告；
发布时间：2026-04-08；
证券简称：登康口腔
原文：| 承诺方 | 承诺 类型 | 承诺内容 | 承诺时间|承诺期限 |  | 履行 情况 |
| --- | --- | --- | --- | --- | --- |
|  |  | 事实后，应将所获收益支付给公司指定账户。 5、如本企业因未履行或未及时履行相关承诺导致投资者受到损失的，本企业同意依法赔偿投资者的损失。 |  |  |  |
| 重庆本康贰号企 业管理合伙企业 |  | 1、本企业在招股说明书中公开作出的相关承诺中已经包含约束措施的，则以该等承诺中明确的约束措施为准；若本企业违 反该等承诺，本企业同意采取该等承诺中已经明确的约束措施。 |  |  | 正常 |
| （有限合伙）、 重庆本康壹号企 | 承诺 | 其他 2、本企业在招股说明书中公开作出的相关承诺中未包含约束措施的，若本企业违反该等承诺，则同意采取如下约束措施： （1）如果本企业未能完全有效地履行承诺事项中的各项义务和责任，本企业将在公司的股东大会及中国证券监督管理委员|月29日 | 2022年04 | 长期有效 | 履行 中 |
| 业管理合伙企业 （有限合伙） |  | 会指定报刊上及时披露未履行承诺的详细情况、原因并向股东和社会公众投资者道。 （2）提出补充承诺或替代承诺，以尽可能保护公司及投资者的权益。 |  |  |  |
| 重庆轻纺控股 （集团）公司 | 承诺 其他 | 如发行人在招股说明书中有虚假记载、误导性陈述或者重大遗漏，对判断发行人是否符合法律规定的发行条件构成重大、实2022年04 质影响且已经发行并上市的，中国证券监督管理委员会（“中国证监会""）责令本公司买回证券的，本公司将在中国证监会等 | 长期有效 月29日 |  | 正常 履行 |
|  |  | 有权部门确认后10个交易日内启动股份回购程序，购回发行人本次公开发行的全部新股以及本公司已转让的原限售股份。 一、发行人本次提交的上市申请文件不存在任何虚假记载、误导性陈述或重大遗漏，本公司对其真实性、准确性、完整性承 担个别和连带的法律责任。 |  |  | 中 |
| 重庆轻纺控股 （集团）公司 | 其他 | 二、发行人招股说明书有虚假记载、误导性陈述或者重大遗漏，致使投资者在证券交易中遭受损失的，本公司将依法赔偿投 资者损失。投资者索赔范围包括股票投资损失及佣金和印花税等损失。 | 2022年04 长期有效 月29日 |  | 正常 履行 |
|  | 承诺 | 三、发行人对招股说明书有虚假记载、误导性陈述或者重大遗漏的事实无异议或经过行政复议、司法途径最终有效裁定认定 |  |  | 中 |
|  |  | 该违法事实后，本公司对提出申请符合赔偿条件的投资者依法赔偿。 |  |  |  |
|  |  |  |  |  |  |
|  |  | 四、本公司愿意承担因违背上述承诺而产生的法律责任。 |  |  |  |
|  |  | 1、不越权干预发行人经营管理活动，不侵占发行人利益，前述承诺是无条件且不可撤销的； | 2022年04 |  | 正常 |
| 重庆轻纺控股 | 其他 |  | 长期有效 |  |  |
| （集团）公司 | 承诺 | 2、本承诺出具日后至发行人本次发行完毕前，若中国证监会作出关于填补回报措施及其承诺的其他新的监管规定的，且上 | 月29日 |  | 履行 |
|  |  |  |  |  |  |
|  |  | 述承诺不能满足中国证监会该等规定时，本公司承诺届时将按照中国证监会的最新规定出具补充承诺。 |  |  | 中 |
|  |  |  |  |  |  |
|  |  |  |  |  |  |
|  |  |  |  |  |  |
|  |  |  |  |  |  |",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,16,公告库,登康口腔:2025年年度审计报告,0.47,"公告标题：登康口腔:2025年年度审计报告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：合并现金流量表2025年度
编制单位：重庆登康口腔护理用品股份有限公司
单位：人民币元

| 编制年位：重庆互康口胜扩理用品股历有限公司 |  |  | 单位：人民币元 |
| --- | --- | --- | --- |
| 项 目 | 附注 | 2025年度 | 2024年度 |
| 经营活动产生的现金流量： |  |  |  |
| 销售商品、提供劳务收到的现金 |  | 1,876,355,454.80 | 1,785,491,264.66 |
| 客户存款和同业存放款项净增加额 |  |  |  |
| 向中央银行借款净增加额 |  |  |  |
| 向其他金融机构拆入资金净增加额 |  |  |  |
| 收到原保险合同保费取得的现金 |  |  |  |
| 收到再保业务现金净额 |  |  |  |
| 保户储金及投资款净增加额 |  |  |  |
| 收取利息、手续费及佣金的现金 |  |  |  |
| 拆入资金净增加额 |  |  |  |
| 回购业务资金净增加额 |  |  |  |
| 代理买卖证券收到的现金净额 |  |  |  |
| 收到的税费返还 |  |  |  |
| 收到其他与经营活动有关的现金 | 注五.48 | 16,406,120.82 | 18,058,542.74 |
| 经营活动现金流入小计 |  | 1,892,761,575.62 | 1,803,549,807.40 |
| 购买商品、接受劳务支付的现金 |  | 995,293,449.52 | 987,492,015.98 |
| 客户贷款及垫款净增加额 |  |  |  |
| 存放中央银行和同业款项净增加额 |  |  |  |
| 支付原保险合同赔付款项的现金 |  |  |  |
| 拆出资金净增加额 |  |  |  |
| 支付利息、手续费及佣金的现金 |  |  |  |
| 支付保单红利的现金 |  |  |  |
| 支付给职工以及为职工支付的现金 |  | 219,133,632.52 | 211,449,631.18 |
| 支付的各项税费 |  | 153,432,810.72 | 96,938,192.42 |
| 支付其他与经营活动有关的现金 | 注五.48 | 310,491,117.31 | 326,601,808.22 |
| 经营活动现金流出小计 |  | 1,678,351,010.07 | 1,622,481,647.80 |
| 经营活动产生的现金流量净额 |  | 214,410,565.55 | 181,068,159.60 |
| 二、投资活动产生的现金流量： |  |  |  |
| 收回投资收到的现金 | 注五.48 | 1,726,000,000.00 | 1,518,000,000.00 |
| 取得投资收益收到的现金 |  | 19,691,514.71 | 27,284,711.23 |
| 处置固定资产、无形资产和其他长期资产收回的现金净额 |  |  |  |
| 处置子公司及其他营业单位收到的现金净额 |  |  |  |
| 收到其他与投资活动有关的现金 | 注五.48 |  | 151,150,000.00 |
| 投资活动现金流入小计 |  | 1,745,691,514.71 | 1,696,434,711.23 |
| 购建固定资产、无形资产和其他长期资产支付的现金 |  | 48.894，573.99 | 46,732,105.45 |
| 投资支付的现金 | 注五.48 | 1,842,000,000.00 | 1,459,000,000.00 |
| 质押贷款净增加额 取得子公司及其他营业单位支付的现金净额 |  |  |  |
| 支付其他与投资活动有关的现金 | 注五.48 | 150,000000.00 | 150,000000.00 |
| 投资活动现金流出小计 |  | 2,040,894,573.99 | 1,655,732,105.45 |
| 投资活动产生的现金流量净额 三、筹资活动产生的现金流量： |  | -295,203,059.28 | 40,702,605.78 |
| 吸收投资收到的现金 |  |  | - |
| 其中：子公司吸收少数股东投资收到的现金 |  |  |  |
| 取得借款收到的现金 |  |  |  |
| 收到其他与筹资活动有关的现金 |  |  |  |
| 筹资活动现金流入小计 |  |  |  |
| 偿还债务支付的现金 |  |  |  |
| 分配股利、利润或偿付利息支付的现金 |  | 129,130,350.00 | 111,912,970.00 |
| 其中：子公司支付给少数股东的股利、利润 |  |  |  |
| 支付其他与筹资活动有关的现金 | 注五.48 |  |  |
| 筹资活动现金流出小计 |  | 129,130,350.00 | 111,912,970.00 |
| 筹资活动产生的现金流量净额 |  | -129,130,350.00 | -111,912,970.00 |
|  |  |  |  |
| 四、汇率变动对现金及现金等价物的影响 |  |  |  |
| 五、现金及现金等价物净增加额 |  | -209,922,843.73 | 109,857,795.38 |
| 加：期初现金及现金等价物余额 |  | 494,748,669.62 | 384,890,874.24 |
| 期末现金及现金等价物余额 六、 |  | 284,825,825.89 | 494,748,669.62 |",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,17,公告库,登康口腔:关于部分首次公开发行前限售股份上市流通的提示性公告,0.46,"公告标题：登康口腔:关于部分首次公开发行前限售股份上市流通的提示性公告；
发布时间：2026-02-04；
证券简称：登康口腔
原文：二、申请解除股份限售股东履行承诺情况
1. 本次申请解除股份限售的股东重庆百货在《首次公开发行股票上市公告书》（以下简称“《上市公告书》”）中作出的承诺情况如下：
| 承诺 类型 | 承诺内容 | 承诺时间 | 承诺期限 | 履行 情况 |
| --- | --- | --- | --- | --- |
|  | 1、自发行人股票上市之日起12个月内，不转让或委托他人管理本次发行前本公 股份限司直接或间接（如有）持有的公司股份，也不由发行人回购该部分股份。 售承诺2、上述承诺为本公司真实意思表示，本公司自愿接受监管机构、自律组织及社月10日 会公众的监督，若违反上述承诺本公司将依法承担相应责任 本企业将严格遵守中国证券监督管理委员会（以下简称“中国证监会”）、深圳 |  | 2023年042024年04 月09日 |  |
|  | 证券交易所关于股东减持的相关规定，审慎制定股票减持计划。本企业减持方式 包括集中竞价交易、大宗交易、协议转让及其他符合中国证监会及深圳证券交易 所相关规定的方式。 在锁定期（包括延长锁定期）满后，本企业对所持有的发行人首次公开发行前股 份，如采取集中竞价交易方式进行减持，在任意连续90个自然日内，减持股份的 总数不得超过发行人股份总数的1%；采取大宗交易方式进行减持的，在连续90个 股份减自然日内，减持股份的总数不得超过发行人股份总数的2%；采用协议转让方式减2023年04 持承诺持的，单个受让方的受让比例不得低于发行人股份总数的5%。 若本企业违反上述承诺减持发行人股份，减持所得收入归发行人所有，本企业将 在获得收入后将前述收入支付给发行人指定账户；如果因本企业未履行上述承诺 事项给发行人或者其他投资者造成损失的，本企业将向发行人或者其他投资者依 法承担赔偿责任。 本企业减持股份将严格按照中国证监会、深圳证券交易所的规则履行相关信息披 露义务，并遵守中国证监会、深圳证券交易所关于减持数量及比例等法定限制。 | 月10日 | 长期有效 | 正常 履行 中 |
| 其他 承诺 | 1、本公司在招股说明书中公开作出的相关承诺中已经包含约束措施的，则以该 等承诺中明确的约束措施为准；若本公司违反该等承诺，本公司同意采取该等承 诺中已经明确的约束措施。 2、本公司在招股说明书中公开作出的相关承诺中未包含约束措施的，若本公司 违反该等承诺，则同意采取如下约束措施： （1）如果本公司未能完全有效地履行承诺事项中的各项义务和责任，本公司将 在发行人的股东大会及中国证券监督管理委员会指定报刊上及时披露未履行承诺 的详细情况、原因并向股东和社会公众投资者道： （2）提出补充承诺或替代承诺，以尽可能保护发行人及投资者的权益； （3）如本公司未能履行相关承诺事项，发行人有权在前述事项发生之日起10个 交易日内，停止对本公司进行分红，直至本公司履行相关承诺： （4）如本公司因未履行相关承诺事项而获得收益的，所获收益归发行人所有。 本公司在获得收益或知晓未履行相关承诺事项的事实之日起5个交易日内，应将 所获收益支付给发行人指定账户： （5）如本公司因未履行或未及时履行相关承诺导致投资者受到损失的，本公司 同意依法赔偿投资者的损失， | 2022年04 月29日 | 长期有效 |  |",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,18,公告库,登康口腔:关于使用暂时闲置募集资金进行现金管理的公告,0.46,"公告标题：登康口腔:关于使用暂时闲置募集资金进行现金管理的公告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：重庆登康口腔护理用品股份有限公司于2026年4月21日召开董事会，审议通过使用不超过人民币2亿元的暂时闲置募集资金进行现金管理的议案。公司首次公开发行实际募集资金净额为8.26亿元，截至2025年末累计投入募投项目约5.34亿元，部分资金因项目周期原因出现暂时闲置。本次现金管理旨在提高资金使用效率，在不影响募投项目实施及风险可控的前提下，利用闲置资金获取额外收益。管理品种限定为安全性高、流动性好的保本型产品，包括结构性存款、稳健理财、国债逆回购等，期限最长不超过12个月，严禁投资股票及其衍生产品。根据公告披露的募投项目进度，智能制造升级建设项目拟投入2.2亿元，截至2025年末已投入1.01亿元；全渠道营销网络升级项目拟投入3.7亿元，已投入3.81亿元；口腔健康研究中心与数字化管理平台项目亦有不同程度的投入。超募资金与剩余募集资金将纳入滚动管理范围，到期后及时转回专户。保荐人中信建投证券核查认为，该事项符合相关法律法规及公司章程规定，不会影响公司正常经营，有利于提升股东回报。公司已建立完善的内控机制，由内部审计部门及独立董事对资金使用进行监督，以防范操作风险和道德风险。",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,19,公告库,登康口腔:2025年年度报告,0.45,"公告标题：登康口腔:2025年年度报告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：| 流动负债： |  |
| --- | --- |
| 短期借款 |  |
| 向中央银行借款 |  |
| 拆入资金 交易性金融负债 |  |
| 衍生金融负债 |  |
| 应付票据 应付账款 | 150,942,487.80 148,023,735.95 |
| 预收款项 |  |
| 合同负债 卖出回购金融资产款 | 24,004,605.93 50,002,795.91 |
| 吸收存款及同业存放 |  |
| 代理买卖证券款 |  |
| 代理承销证券款 应付职工薪酬 |  |
| 应交税费 | 57,814,740.78 52,453,557.42 14,865,766.15 38,127,579.69 |
| 其他应付款 | 68,658,560.97 43,174,257.22 |
| 其中：应付利息 |  |
| 应付股利 应付手续费及佣金 |  |
| 应付分保账款 |  |
| 持有待售负债 |  |
| -年内到期的非流动负债 其他流动负债 |  |
| 流动负债合计 | 135,994,319. 21 119,033,302.90 |
| 非流动负债： | 452,280,480.84 450,815,229.09 |
| 保险合同准备金 |  |
| 长期借款 应付债券 |  |
| 其中：优先股 永续债 租赁负债 |  |
| 长期应付款 长期应付职工薪酬 |  |
| 预计负债 | 49,486,479.13 53,302,464.85 |
| 递延收益 | 598,313.25 6,973,055.11 |
| 递延所得税负债 其他非流动负债 |  |
| 非流动负债合计 |  |
| 负债合计 | 50,084,792.38 60,275,519.96 502,365,273.22 511,090,749. 05 |
| 所有者权益： |  |
| 股本 | 172,173,800.00 172,173,800.00 |
| 其他权益工具 |  |
| 其中：优先股 |  |
| 永续债 资本公积 | 996,976,135. 92 996,976,135.92 |
| 减：库存股 |  |
| 其他综合收益 | -3,970,000.00 -2,610,000.00 |
| 专项储备 盈余公积 | 86,086,900.00 86,086,900.00 |
| 一般风险准备 |  |
| 未分配利润 | 253,794,168.59 201,846,538.61 |
| 归属于母公司所有者权益合计 | 1,505,061,004.51 1,454,473,374.53 |
| 少数股东权益 |  |
| 所有者权益合计 负债和所有者权益总计 | 1,505,061,004.51 1,454,473,374.53 2,007,426,277.73 1,965,564,123.58 |

法定代表人：赵丰硕
主管会计工作负责人：王青杰 会计机构负责人：谭海潮",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,20,公告库,登康口腔:上海锦天城（广州）律师事务所关于重庆登康口腔护理用品股份有限公司2025年年度股东会的法律意见书,0.42,"公告标题：登康口腔:上海锦天城（广州）律师事务所关于重庆登康口腔护理用品股份有限公司2025年年度股东会的法律意见书；
发布时间：2026-05-16；
证券简称：登康口腔
原文： 上海锦天城（广州）律师事务所接受重庆登康口腔护理用品股份有限公司委托，依据现行相关法律法规、规范性文件及公司章程，就公司2025年年度股东会的召集与召开程序、召集人和出席人员资格、表决程序及表决结果的合法性出具本法律意见书。本所律师声明仅对本次股东会的程序类事项合法性发表意见，不对议案内容及议案所涉事实数据的真实性准确性负责，网络投票的股东资格及投票结果由深交所相关系统认证，本所已履行勤勉尽责义务完成必要核查，保证本法律意见书真实准确完整，同意将本意见书与股东会决议一并公告。 本次股东会由重庆登康口腔董事会召集，于2026年4月21日经董事会决议确定召集，2026年4月23日在巨潮资讯网发布会议公告，公告时间距会议召开日达到法定要求的20日；会议于2026年5月15日在指定地点如期现场召开，采用现场投票加网络投票结合的方式，网络投票时段符合相关规则要求，经本所审核，本次股东会的召集、召开程序符合法律法规及公司章程的规定。 出席本次股东会的股东及代理人共68人，合计代表有表决权股份122,234,377股，占公司股份总数的70.9948%，其中现场出席5人，代表股份118,673,500股占比68.9266%，网络投票63人，代表股份3,560,877股占比2.0682%；参与会议的中小投资者股东合计64人，代表股份3,560,977股占比2.0682%，经核查，现场出席人员资格合法有效，网络投票股东资格由交易系统验证，召集人为公司董事会符合规定，公司董事、高管及本所律师列席会议，所有相关主体资格均合法有效。 本次股东会审议的所有议案均属于股东会职权范围，与公告列明事项一致，未新增临时议案或修改原有议案，表决采用现场与网络投票合并统计方式，现场计票监票由股东代表和本所律师共同完成，所有6项议案均获得审议通过，表决程序符合规则，表决结果合法有效。",2026-08-15T21:48:09.990941+08:00
