vendor,tool_name,query,result_index,api_name,title,score,table_markdown,retrieved_at
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,1,公告库,登康口腔:2026年第一次临时股东会决议公告,0.76,"公告标题：登康口腔:2026年第一次临时股东会决议公告；
发布时间：2026-02-11；
证券简称：登康口腔
原文：重庆登康口腔护理用品股份有限公司2026年第一次临时股东会决议公告
本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。
特别提示：
1. 本次股东会无否决议案或修改议案的情况；2. 本次股东会上没有新提议案提交表决；3. 本次股东会不涉及变更前次股东会决议的情况；4. 本次股东会采取现场方式召开，采用现场投票和网络投票相结合的方式进行表决。
一、会议召开情况
（一）会议召开时间
1. 现场会议召开时间：2026年2月10日（星期二）14:30。
2. 网络投票时间：
（1）深圳证券交易所交易系统进行网络投票的具体时间为2026年2月10日 9:15—9:25，9:30—11:30和13:00—15:00；（2）深圳证券交易所互联网投票系统投票的具体时间为2026年2月10日 9:15-15:00。
（二）会议召开和表决方式
本次股东会采取现场方式召开，采用现场投票和网络投票相结合的方式进行表决。
（三）召集人
重庆登康口腔护理用品股份有限公司（以下简称“公司”）董事会。
（四）现场会议召开地点
公司办公楼一楼报告厅（重庆市两江新区海尔路389号）。
（五）会议主持人
董事长邓嵘先生。
（六）本次股东会的召开符合《中华人民共和国公司法》《中华人民共和国证券法》《深圳证券交易所股票上市规则》《上市公司股东会规则》等法律、行政法规、部门规章、规范性文件和《重庆登康口腔护理用品股份有限公司章程》（以下简称“《公司章程》”）的规定。",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,2,公告库,登康口腔:2026年2月11日投资者关系活动记录表,0.73,"公告标题：登康口腔:2026年2月11日投资者关系活动记录表；
发布时间：2026-02-11；
证券简称：登康口腔
原文：|  | 腔主业的战略定位，2020年完成混合所有制改革、激发企业活力，2023 年成功在深交所主板上市，借助资本市场助力品牌焕新与产业升级。公司 始终围绕口腔健康持续深耕，形成了坚韧的战略定力与高效的组织执行 力。 总而言之，登康口腔的核心竞争力正是源于历史积淀带来的专业科研 实力与品牌信任，以及在传承中持续推动的技术、战略与管理创新。今年 是“十五五”开局之年，我们将以机电集团“12358”战略总纲为指引， 聚力实施登康口腔“8462”跃升行动，围绕口腔护理、智能口腔、口腔医 疗、创新业务“4大赛道”，紧扣高端化、专业化、国际化、数智化、精 益化、资本化“6大抓手”，守正创新、厉奋发，奋力实现营收、利润 总额“双翻番”的“十五五”战略目标。 2.公司上市以来在资本市场的定位的是怎样的？上市带来的资金与 资源优势，如何转化为业务发展的动能？ 答：自2023年4月成功登陆深圳证券交易所主板以来，登康口腔始 终秉持以“成为世界领先口腔健康专家，为大众带来自信美丽笑容”为愿 景，以“致力于为大众提供口腔健康与美丽整体解决方案”为使命，并以 “冷酸灵”“医研”“贝乐乐”等核心品牌为载体，持续巩固在牙膏、牙 刷等口腔护理市场的领导地位，根据尼尔森零售研究数据，在线下零售渠 |
| --- | --- |
|  | 阶段的重要里程碑。作为一家拥有深厚科研积淀、销售渠道覆盖全国、兼 具国企资源禀赋与市场化活力的企业，登康口腔正借助上市公司平台，积 极融入“健康中国”的国家战略和“国货崛起”的消费浪潮，在资本市场 中坚定树立“稳健成长、创新驱动、责任担当”的企业形象。未来，登康 口腔将继续坚守“合规经营为基、创新变革为先、精益管理为要、高质量 发展为本”的经营理念，努力实现企业价值与社会价值的共生共荣，不负 广大投资者、合作伙伴和消费者的长期信任与支持。 3.公司混合所有制架构对公司市场化运营、决策效率及核心团队稳定 性有哪些积极影响？ 答：公司的混合所有制架构对公司的市场化运营、决策效率及核心团 队稳定都起到了积极影响。 在提开市场化运营方面。公司引入民营资本温氏投资，在保持国有控 股优势的同时，适度融人市场化元素，进一步增强了企业对市场变化、成 本管控及客户价值的关注，有助于提升整体经营的灵活性与响应能力。多 元化的股权结构也有利于优化资源配置，促进资本、技术、渠道等要素的 协同整合，提高资产运营效率。同时，在混合所有制改革框架下，公司持 续完善治理机制，稳步推进以公司章程为核心的现代企业制度建设，进一 步规范决策程序，增强依法合规经营和自主经营能力。 |
|  | 步规范决策程序，增强依法合规经营和自主经营能力。 在提高决策效率方面。公司通过优化股权结构和董事会构成，建立了 较为平衡、协同的决策机制。不同性质股东在现有治理框架内实现良性互 动，既有效避免了决策权过度集中，又通过利益协同机制，推动各方积极 参与企业战略研讨和重大事项决策，切实提开了决策的科学性与前瞻性。 同时，公司在规范治理基础上，稳妥实施授权经营机制，并全面推行经理 层成员任期制和契约化管理，合理下放经营管理权限，显著提升了决策响 应效率。此外，多元股东对经营绩效与资本回报的持续关注，促使公司进 一步健全绩效评价与责任约束体系，推动管理层在提升运营效率的同时， 更加注重风险防控与企业可持续发展。 在增强核心团队稳定性方面。公司通过实施核心骨十员工持股，将核 心管理层与技术、营销等核心骨干的个人利益深度融入企业长远发展之 中，有效提升了关键人才的稳定性与积极性。同时，纵深推进“三项制度 改革”，持续完善市场化用人机制，全面推行市场化公开招聘、经理层成 员任期制与契约化管理，并建立以岗位价值和业绩贡献为导向的差异化薪 酬体系，显著激发了队伍活力，也为吸引外部优秀人才营造了良好环境。 |",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,3,公告库,登康口腔:关于2025年度利润分配方案的公告,0.7,"公告标题：登康口腔:关于2025年度利润分配方案的公告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：重庆登康口腔护理用品股份有限公司于2026年4月21日召开董事会，全票审议通过了2025年度利润分配方案。根据审计结果，公司2025年度合并报表净利润为181,077,979.98元，母公司净利润为180,243,454.49元。由于累计提取的法定盈余公积已达注册资本的50%，本年度不再计提法定盈余公积。截至2025年末，合并报表期末可供分配利润为253,794,168.59元，母公司为252,062,871.94元。本次分配方案拟以总股本172,173,800股为基数，向全体股东每10股派发现金红利8.50元（含税），共计派发现金红利146,347,730.00元，占本年度归母净利润比例高达80.82%。方案明确不送红股，也不进行资本公积转增股本，剩余未分配利润将结转至以后年度。若未来实施前总股本发生变动，分红总额保持不变，按股权登记日股本调整每股金额。财务数据显示，公司现金流充裕且资产结构稳健。截至2025年末，公司交易性金融资产、债权投资等合计约10.52亿元，占总资产比例达52.40%，较上年同期的47.52%进一步提升，表明公司持有大量高流动性资产。过去三年累计现金分红总额达3.87亿元，最近三年平均净利润约为1.61亿元，分红政策具有连续性和稳定性。该方案兼顾了股东回报与公司长远发展，符合监管指引及公司章程规定，不存在触及风险警示情形。",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,4,公告库,登康口腔:2026年第一次临时股东会决议公告,0.69,"公告标题：登康口腔:2026年第一次临时股东会决议公告；
发布时间：2026-02-11；
证券简称：登康口腔
原文：四、律师出具的法律意见
（一）律师事务所名称：上海锦天城（广州）律师事务所；（二）律师姓名：张宏瑞律师、肖浩律师；（三）结论性意见：上海锦天城（广州）律师事务所律师认为，公司2026年第一次临时股东会的召集和召开程序、召集人资格、出席会议人员资格、会议表决程序及表决结果等有关事宜，均符合《公司法》《上市公司股东会规则》等法律、法规、规章和其他规范性文件及《公司章程》的有关规定，本次股东会通过的决议合法有效。
五、备查文件
（一）重庆登康口腔护理用品股份有限公司2026年第一次临时股东会决议；（二）上海锦天城（广州）律师事务所关于重庆登康口腔护理用品股份有限公司2026年第一次临时股东会的法律意见书。特此公告
重庆登康口腔护理用品股份有限公司董事会2026年2月10日",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,5,公告库,登康口腔:2025年年度权益分派实施公告,0.69,"公告标题：登康口腔:2025年年度权益分派实施公告；
发布时间：2026-05-29；
证券简称：登康口腔
原文： 重庆登康口腔护理用品股份有限公司2025年度利润分配方案已获股东会审议通过，决定以总股本172,173,800股为基数，向全体股东每10股派发现金红利8.50元（含税），共计派发现金红利146,347,730.00元人民币。该方案不送红股，也不进行资本公积转增股本，体现了公司对股东的直接现金回报意愿。 本次权益分派的股权登记日定为2026年6月4日，除权除息日为2026年6月5日。分红对象为截至股权登记日下午收市后在中国证券登记结算有限责任公司深圳分公司登记在册的全体股东。其中，控股股东重庆轻纺控股（集团）公司等五家特定股东将采取公司自行派发的模式，其余A股股东红利由中国结算深圳分公司代派，资金将于除权除息日划入账户。 随着本次权益分派的实施，公司控股股东及高管承诺的最低减持价格将由上次的18.68元/股进一步下调至17.83元/股。这一调整是基于发行价20.68元/股，结合2022年至2025年连续四年的现金分红除权除息计算得出，确保了后续减持承诺的合规性。公告明确，若实施期间股本变动，分配总额不变原则下将对比例进行调整，保障了分派方案的公平性。",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,6,公告库,登康口腔:2026年2月11日投资者关系活动记录表,0.68,"公告标题：登康口腔:2026年2月11日投资者关系活动记录表；
发布时间：2026-02-11；
证券简称：登康口腔
原文：重庆登康口腔护理用品股份有限公司投资者关系活动记录表
编号：2026-001
| 投资者关系活动 类别 | 而：22 口特定对象调研 口分析师会议 口 媒体采访 口业绩说明会 口 新闻发布会 口路演活动 |
| --- | --- |
| 参与单位名称及 | √其他（广发证券《走进上市公司》直播栏目） 广发证券高睿娴 |
| 人员姓名 时间 | 通过线上平台观看直播的投资者及社会公众 |
| 地点 | 2026年2月11日15:30～17:00 线上直播：广发证券微信视频号、广发证券易淘金APP、支付宝 |
| 上市公司接待人 员姓名 | 蚂蚁财富号、腾讯自选股直播间、京东金融财富号 1.杨祥思（董事会秘书） 2.葛磊（证券事务代表） |
| 投资者关系活动 主要内容介绍 | 公司于2026年2月11日下午参加了广发证券举办的《走进 今上市公司之登康口腔》直播活动。本次活动采取线上视频直播 的方式进行，不涉及应披露的重大信息。直播活动的交流内容如 下: 一、公司基本情况与发展底蕴 1.登康口腔的发展历史可追溯至1939年，作为重庆轻工业“五朵金 花”之一，历经近百年积淀，从重庆牙膏厂到如今的A股上市企业，这 份深厚底蕴对公司核心竞争力的构建起到了怎样的作用？在传承中又有 哪些关键的创新突破节点？ 答：登康口腔的发展历史追溯至今已经有87年历史了，这份深厚的 历史积淀为公司构建核心竞争力奠定了三大基础： 一是技术积累与领先的研发实力。从上世纪30年代的牙粉，到抗日 战争时期的肥皂，到后期的香皂及皂胚型牙膏生产，到1987年公司推出 |
中国抗敏感牙膏代表“冷酸灵”，公司始终以科技为引领构建企业核心竞争力，积累了扎实的研发与生产经验，形成了持续迭代的技术研发能力。二是品牌信任与持续的品牌创新。公司核心品牌“冷酸灵”自诞生以来，“冷热酸甜 想吃就吃”的广告语家喻户晓，陪伴了几代中国人的成长，与国人建立了深厚的国民情感链接。公司曾在 90 年代坚决拒绝外资收购，坚守民族品牌初心，进一步赢得了消费者的情感认同与市场尊重。经过三十多年的精心培育和建设，“冷酸灵”品牌已在行业内积累了较高的知名度和美誉度，在抗敏感牙膏细分领域拥有 60%以上的线下市场份额，已成长为我国抗敏感牙膏细分领域的领导品牌。
三是战略定力与坚韧的组织韧性。从 50 年代计划经济时期的重庆牙膏厂，到 90 年代市场化转型、2001 年股份制改造，再到 2013 年聚焦口在此基础上，员工对企业的认同感、归属感不断增强，组织凝聚力和团队稳定性得到持续巩固和提升。",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,7,公告库,登康口腔:2025年年度报告,0.67,"公告标题：登康口腔:2025年年度报告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：重庆登康口腔护理用品股份有限公司
重庆登康口腔护理用品股份有限公司

| 承诺事由 | 承诺方 | 承诺 类型 | 承诺内容 | 承诺时间 | 承诺期限 履行情况 |
| --- | --- | --- | --- | --- | --- |
|  |  | 道歉： 司进行分红，直至本公司履行相关承诺； | 中国证券监督管理委员会指定报刊上及时披露未履行承诺的详细情况、原因并向股东和社会公众投资者 （2）提出补充承诺或替代承诺，以尽可能保护发行人及投资者的权益； （3）如本公司未能履行相关承诺事项，发行人有权在前述事项发生之日起10个交易日内，停止对本公 （4）如本公司因未履行相关承诺事项而获得收益的，所获收益归发行人所有。本公司在获得收益或知 晓未履行相关承诺事项的事实之日起5个交易日内，应将所获收益支付给发行人指定账户； （5）如本公司因未履行或未及时履行相关承诺导致投资者受到损失的，本公司同意依法赔偿投资者的 |  |  |
| 首次公开发行 或再融资时所 作承诺 | 重庆本康贰号企 业管理合伙企业 （有限合伙） 重庆本康壹号企 业管理合伙企业 （有限合伙） | 其他采取如下约束措施： 。 | 损失。 1、本企业在招股说明书中公开作出的相关承诺中已经包含约束措施的，则以该等承诺中明确的约束措 施为准；若本企业违反该等承诺，本企业同意采取该等承诺中已经明确的约束措施 2、本企业在招股说明书中公开作出的相关承诺中未包含约束措施的，若本企业违反该等承诺，则同意 承诺」（1）如果本企业未能完全有效地履行承诺事项中的各项义务和责任，本企业将在公司的股东大会及中月29日 国证券监督管理委员会指定报刊上及时披露未履行承诺的详细情况、原因并向股东和社会公众投资者道 | 2022年04 | 长期有效 正常履行中 |
| 首次公开发行 或再融资时所 作承诺 | 重庆登康口腔护 理用品股份有限 公司 | 全部新股。 | （2）提出补充承诺或替代承诺，以尽可能保护公司及投资者的权益。 1、保证本公司本次公开发行股票并上市不存在任何欺诈发行的情形； 其他 2、如本公司不符合发行上市条件，以欺骗手段骗取发行核准并已经发行上市的，本公司将在中国证券 2022年04 承诺 监督管理委员会等有权部门确认后，合法合理的期限内启动股份回购程序，购回本公司首次公开发行的|月29日 |  | 长期有效 正常履行中 |
| 首次公开发行 或再融资时所 作承诺 | 重庆轻纺控股 （集团）公司 |  | 如发行人在招股说明书中有虚假记载、误导性陈述或者重大遗漏，对判断发行人是否符合法律规定的发 其他 行条件构成重大、实质影响且已经发行并上市的，中国证券监督管理委员会（“中国证监会”）责令本2022年04 承诺 公司买回证券的，本公司将在中国证监会等有权部门确认后10个交易日内启动股份回购程序，购回发|月29日 行人本次公开发行的全部新股以及本公司已转让的原限售股份 1、本公司提交的上市申请文件的内容真实、准确、完整，不存在虚假记载、误导性陈述或重大遗漏， 按照诚信原则履行承诺，并承担相应的法律责任。 |  | 长期有效正常履行中 |
| 首次公开发行 或再融资时所 作承诺 | 重庆登康口腔护 理用品股份有限 公司 |  | 2、若本公司首次公开发行的股票上市流通后，因公司招股说明书有虚假记载、误导性陈述或者重大遗 漏，导致对判断公司是否符合法律规定的发行条件构成重大、实质影响的，本公司将在由中国证监会等 有权机关作出行政处罚或人民法院作出相关判决认定本公司存在上述事实之日起的 2个交易日内公告， 其他 并在上述事实认定后根据相关法律、法规及本公司章程的规定召开董事会并发出召开股东大会的通知，2022年04 承诺 在遵守相关法律法规及中国证监会及深交所相关规定的前提下，按照董事会、股东大会审议通过的股份|月29日 回购具体方案回购本公司首次公开发行的全部新股，若公司股票有送股、资本公积金转增股本等事项 的，回购数量将进行相应调整。回购价格不低于本公司股票发行价加算股票发行后至回购时相关期间银 行同期存款利息，或中国证券监督管理委员会认可的其他价格。如本公司上市后有利润分配或送配股份 等除权除息行为，上述发行价为除权除息后的价格。 3、本公司招股说明书有虚假记载、误导性陈述或者重大遗漏，对判断公司是否符合法律规定的发行条 |  | 长期有效 正常履行中 |
| 承诺事由 | 承诺方 | 承诺 类型 | 承诺内容 | 承诺时间承诺期限 履行情况 |  |
|  |  |  | 件可能构成重大、实质影响的，致使投资者在证券交易中遭受损失的，本公司将严格遵守法律法规的规 定，按照中国证监会或其他有权机关的决定或裁决，依法承担法律责任。 4、本公司愿意承担因违背上述承诺而产生的法律责任。 一、发行人本次提交的上市申请文件不存在任何虚假记载、误导性陈述或重大遗漏，本公司对其真实 |  |  |
| 首次公开发行 或再融资时所 作承诺 | 重庆轻纺控股 （集团）公司 | 其他 承诺 | 性、准确性、完整性承担个别和连带的法律责任。 、发行人招股说明书有虚假记载、误导性陈述或者重大遗漏，致使投资者在证券交易中遭受损失的， 本公司将依法赔偿投资者损失。投资者索赔范围包括股票投资损失及佣金和印花税等损失。 三、发行人对招股说明书有虚假记载、误导性陈述或者重大遗漏的事实无异议或经过行政复议、司法途 径最终有效裁定认定该违法事实后，本公司对提出申请符合赔偿条件的投资者依法赔偿。 四、本公司愿意承担因违背上述承诺而产生的法律责任。 | 月29日 2022年04 | 长期有效 正常履行中 |
| 首次公开发行 或再融资时所 作承诺 | 全体董事、 时任监事、 高级管理人员 |  | 一、发行人提交的上市申请文件不存在任何虚假记载、误导性陈述或重大遗漏，本人对其真实性、准确 性、完整性承担个别和连带的法律责任。 二、发行人招股说明书有虚假记载、误导性陈述或者重大遗漏，对判断发行人是否符合法律规定的发行 条件构成重大、实质影响，致使投资者在证券交易中遭受损失的，本人将依法赔偿投资者直接损失。 其他三、发行人对招股说明书有虚假记载、误导性陈述或者重大遗漏，对判断发行人是否符合法律规定的发 行条件构成重大、实质影响，发行人对此无异议或经过行政复议、司法途径最终有效裁定认定该违法事 实后，本人对提出申请且符合赔偿条件的投资者依法赔偿。 四、发行人招股说明书有虚假记载、误导性陈述或者重大遗漏，对判断发行人是否符合法律规定的发行 条件构成重大、实质影响，并已由有权部门作出行政处罚或人民法院作出相关判决的，发行人在召开相 关董事会对回购股份作出决议时，本人承诺就该等回购股份的相关决议投赞成票。 | 2022年04 月29日 | 长期有效正常履行中 |
| 首次公开发行 或再融资时所 作承诺 | 重庆登康口腔护 理用品股份有限 公司 | 其他 2、加速推进募投项目投资建设，尽快实现项目预期效益 | 五、本人愿意承担因违背上述承诺而产生的法律责任，但有证据证明无过错的除外。 1、提高募集资金使用效率，加强募集资金管理 公司制定了《募集资金管理制度》，实行募集资金专项存储制度，募集资金将存放于董事会决定的专项 账户。公司使用上述募集资金时，将严格按照募集资金管理制度履行必要的审批程序，保证募集资金的 安全性及专用性，做到专款专用。同时，公司已对本次发行募集资金投资项目（以下简称“募投项 目”）的可行性进行了充分论证，募投项目符合产业发展趋势和国家产业政策，有利于提升公司的品牌 知名度、市场影响力和持续经营能力。公司将加快推进募集资金投资项目建设，争取募投项目早日实现 预期效益，提高募集资金使用效率，增强股东回报 承诺 本次发行募集资金到位后，公司将调配内部各项资源、加快推进募投项目建设，提高募集资金使用效|月29日 率，争取募投项目早日实现预期效益，以增强公司盈利水平。本次募集资金到位前，为尽快实现募投项 目盈利，公司积极调配整合资源，开展募投项目的前期准备工作，增强项目相关的人才与技术储备，争 取尽早实现项目预期收益，增强股东回报，降低发行导致的即期回报摊薄的风险。 3、加强对产品、技术、工艺的深化研究，提升盈利能力 公司将围绕口腔护理主业，充分利用技术、人员等自身资源优势，持续加大对产品、技术、工艺的深化 | 2022年04 | 长期有效正常履行中 |",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,8,公告库,登康口腔:关于2025年度利润分配方案的公告,0.63,"公告标题：登康口腔:关于2025年度利润分配方案的公告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：2. 利润分配方案的合法性、合规性及合理性
2025年度利润分配方案综合考虑了公司经营状况、盈利能力、资金需求及投资者回报等因素，不会影响公司正常经营和长远发展，有效兼顾了股东的即期利益和长远利益。符合《公司法》《上市公司监管指引第3号——上市公司现金分红》《公司章程》和《首次公开发行股票并上市后未来三年股东分红回报规划》等相关规定，具备合法性、合规性及合理性。
四、备查文件
（一）第八届董事会第七次会议决议。
特此公告
重庆登康口腔护理用品股份有限公司董事会2026年4月22日",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,9,公告库,登康口腔:2025年年度报告,0.61,"公告标题：登康口腔:2025年年度报告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：重庆登康口腔护理用品股份有限公司

| 承诺事由 | 承诺方 | 承诺 类型 | 承诺内容 | 承诺时间|承诺期限 履行情况 |
| --- | --- | --- | --- | --- |
|  |  |  | 4、进一步完善利润分配政策，强化投资者回报机制 根据中国证监会《关于进一步落实上市公司现金分红有关事项的通知》及《上市公司监管指引第3号 -上市公司现金分红》等相关文件规定，公司在《公司章程（草案)》对发行后的股利分配计划进行了 详细约定；同时公司结合实际情况制定了未来三年股利分配计划。这些举措将充分维护上市后公司全体 股东依法享有的现金分红等资产收益权利，提升公司未来回报能力。 |  |
| 作承诺 | （集团）公司 | 项措施。 1、不越权干预发行人经营管理活动，不侵占发行人利益，前述承诺是无条件且不可撤销的； 承诺 的监管规定的，且上述承诺不能满足中国证监会该等规定时，本公司承诺届时将按照中国证监会的最新|月29日 规定出具补充承诺。 1、本人将忠实、勤勉地履行职责，维护公司和全体股东的合法权益，努力确保公司填补被摊薄即期回 报的措施能够得到切实履行。 2、本人不无偿或以不公平条件向其他单位或者个人输送利益，也不采用其他方式损害公司利益。 3、本人将对本人的职务消费行为进行约束。 4、本人不动用公司资产从事与本人履行职责无关的投资、消费活动。 |  | 正常履行中 |
| 或再融资时所 作承诺 | 全体董事 | 承诺 相挂钩。 担相应法律责任。 | 5、积极推动公司董事会或薪酬与考核委员会制订薪酬制度时与公司填补回报措施的执行情况相挂钩。 其他 6、若公司未来实施股权激励方案，本人积极支持股权激励的行权条件与公司填补回报措施的执行情况2023年04 7、本人承诺切实履行公司制定的有关填补回报措施以及对此做出的任何有关填补回报措施的承诺，若 违反该等承诺并给公司或者投资者造成损失的，本人同意根据法律、法规及证券监管机构的有关规定承 8、自本承诺出具日至公司本次发行实施完毕前，若中国证监会作出关于填补回报措施及其承诺的其他 新的监管规定的，且上述承诺不能满足中国证监会该等规定时，本人承诺届时将按照中国证监会的最新 | 长期有效正常履行中 月10日 |
| 首次公开发行 | 重庆登康口腔护 理用品股份有限 公司 | 规定出具补充承诺。 施为准；若本公司违反该等承诺，本公司同意采取该等承诺中已经明确的约束措施。 承诺 资者道： | 1、本公司在招股说明书中公开作出的相关承诺中已经包含约束措施的，则以该等承诺中明确的约束措 然灾害及其他不可抗力等本公司无法控制的客观原因导致的除外)，则同意采取如下约束措施： （1）本公司将在股东大会及中国证监会指定报刊上公开说明未履行承诺的具体原因并向股东和社会投 | 长期有效正常履行中 月29日 2022年04 |",2026-08-15T21:48:09.990941+08:00
gildata,AnnouncementData,登康口腔、潮宏基、中国黄金 2026年2月以来 回购公告 股东增持 分红方案,10,公告库,登康口腔:2025年年度报告,0.61,"公告标题：登康口腔:2025年年度报告；
发布时间：2026-04-23；
证券简称：登康口腔
原文：重庆登康口腔护理用品股份有限公司
重庆登康口腔护理用品股份有限公司

| 承诺事由 | 承诺方 | 承诺 类型 | 承诺内容 | 承诺时间承诺期限 | 履行情况 |
| --- | --- | --- | --- | --- | --- |
| 作承诺 | 或再融资时所管理人员 |  | 承诺 东减持的相关规定，结合发行人稳定股价的需要，审慎制定股票减持计划。若本人对所持发行人首次公 开发行前股份在锁定期（包括延长锁定期）满后两年内减持的，减持价格不低于本次首次公开发行股票 的发行价格（若发行人在该期间内发生派息、送股、转增股本、配股等除权除息事项，发行价格应相应 调整)；减持方式包括集中竞价交易、大宗交易、协议转让及其他符合中国证监会及深圳证券交易所相 关规定的方式。 2、本人减持股份将严格按照中国证监会、深圳证券交易所的规则履行相关信息披露义务，并遵守中国 证监会、深圳证券交易所关于减持数量及比例等法定限制。若本人或发行人存在法定不得减持股份的情 形的，本人不得进行股份减持。 3、若本人违反上述承诺减持发行人股份，本人将依法承担相应责任。 |  |  |
| 首次公开发行 或再融资时所 | 重庆登康口腔护 理用品股份有限 公司 | 回报规划》中予以体现。 行相应的决策程序。 | 制改革的意见》《上市公司监管指引第3号——上市公司现金分红》《关于进一步落实上市公司现金分红 有关事项的通知》等相关法律法规的规定，本公司已制定适用于公司实际情形的上市后利润分配政策， 并在上市后适用的《重庆登康口腔护理用品股份有限公司公司章程（草案)》（以下简称“《公司章程 （草案)》”）及《重庆登康口腔护理用品股份有限公司首次公开发行股票并上市后未来三年股东分红 分红2、本公司在上市后将严格遵守并执行《公司章程（草案）》及《重庆登康口腔护理用品股份有限公司首2023年04 2026年04 承诺|次公开发行股票并上市后未来三年股东分红回报规划》规定的利润分配政策；确有必要对公司章程确定 月10日月09日 的利润分配政策进行调整或变更的，应该满足《公司章程（草案)》规定的条件，经过详细论证后，履 |  |  |
| 首次公开发行 | 或再融资时所 | 重庆轻纺控股 （集团）公司 | 取相关后续措施。 1、承诺人及承诺人控制的其他企业（不包含发行人及其控制的企业，下同）现在或将来均不会在中国 境内或境外以任何形式直接或间接从事、参与、介入、支持第三方从事、参与、介入任何与发行人及其 控制的企业目前及今后进行的主营业务构成竞争或可能构成竞争的业务或活动。 2、如果承诺人及承诺人控制的其他企业发现任何与发行人及其控制的企业主营业务构成或可能构成直 接或间接竞争的新业务机会，承诺人应立即书面通知发行人及其控制的企业，并尽力促使该业务机会按 关于 合理和公平的条款和条件首先提供给发行人及其控制的企业。若发行人及其控制的企业决定从事上述新 同业 竞争 发行人及其控制的企业明确书面放弃有关新业务机会时，承诺人及承诺人控制的其他企业方可自行经营 月29日 的承 有关的新业务。 诺 3、如发行人及其控制的企业放弃前述竞争性新业务机会且承诺人及承诺人控制的其他企业从事该等与 发行人及其控制的企业主营业务构成或可能构成直接或间接竞争的新业务时，承诺人将给予发行人选择 |  |  |
| 承诺事由 | 承诺方 | 承诺 类型 | 承诺内容 | 承诺时间 承诺期限」履行情况 |  |
|  |  | 提出的要求，予以无条件配合。 让权。 权益。 失、损害和开支。 （2）发行人股票终止在深圳证券交易所上市。 的其他企业也不存在接受发行人或其下属企业提供担保的情形。 相占用发行人及其下属企业资金的情形。 3、本公司不会利用发行人控股股东的地位，促使发行人或其下属企业以任何方式将资金提供给本公司 | （3）要求承诺人及承诺人控制的其他企业终止进行有关的新业务。承诺人将对公司及其控制的企业所 如果第三方在同等条件下根据有关法律法规具有并且将要行使法定的优先受让权，则上述承诺将不适 用，但在这种情况下，承诺人及承诺人控制的其他企业应尽最大努力促使该第三方放弃其法定的优先受 4、在承诺人作为发行人控股股东期间，如果承诺人及承诺人控制的其他企业与发行人及其控制的企业 在经营活动中发生或可能发生同业竞争，发行人有权要求承诺人进行协调并加以解决 5、承诺人承诺不利用重要股东的地位和对发行人的实际影响能力，损害发行人以及发行人其他股东的 6、自本承诺函出具日起，承诺人承诺赔偿发行人因承诺人违反本承诺函所作任何承诺而遭受的实际损 7、本承诺函自承诺人签署之日起生效，至发生以下情形时终止（以较早为准)： （1）承诺人不再作为发行人控股股东或控股股东、实际控制人之一致行动人； 1、截至本承诺出具日，本公司及本公司控制的其他企业（不包括发行人及其下属企业，下同）不存在 以借款、代偿债务、代垫款项或者其他方式占用发行人或其下属企业资金的情形；本公司或本公司控制 2、2019年1月1日至本承诺出具日，发行人及其下属企业与本公司及本公司控制的其他企业之间的关 联交易均按照公平合理的价格和符合惯常商业习惯的方式进行结算，不存在通过关联交易以任何方式变 |  |  |
|  | 重庆轻纺控股 首次公开发行 （集团）公司 | 人或其下属企业的损失。 关于1、本公司将避免和减少与发行人之间的关联交易； 关联 2、对于无法避免或有合理原因而发生的关联交易，本公司将根据有关法律、法规和规范性文件以及发|月29日 | 5、如果违反上述声明、保证与承诺，并造成发行人或其下属企业经济损失的，本公司将依法赔偿发行 2022年04 | 长期有效正常履行中 |  |",2026-08-15T21:48:09.990941+08:00
