address1,address2,city,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,shortName,longName,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,fulldayPrice,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,trailingPegRatio
"No.1307, Lianhua Road",Hefei Economic and Technological Development Zone,Hefei,230601,China,86 40 0887 7819,86 55 1625 86500,https://www.qiaqiafood.com,Packaged Foods,packaged-foods,Packaged Foods,Consumer Defensive,consumer-defensive,Consumer Defensive,"Chacha Food Company, Limited, together with its subsidiaries, produces and sells roasted nuts and seeds as snack food in China and internationally. The company offers sunflower seeds; nuts; leisure snacks; and puffed food. It sells its products under the ChaCha and ChaCheer brands. The company also engages in food research; the purchase and sale of agricultural and sideline products; investment and trade; food production project investment; wholesale and retail of prepackaged food; investment consulting, investment management, and industrial investment; internet and food sales; enterprise management consulting; enterprise management; and technical services. Chacha Food Company, Limited was founded in 2001 and is headquartered in Hefei, China.",5676,"[{'maxAge': 1, 'name': 'Mr. Xianbao  Chen', 'age': 66, 'title': 'GM & Chairman', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Qi  Chen B.A., B.Com.', 'age': 40, 'title': 'Deputy GM & Vice Chairman', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Xiaoyan  Hu', 'age': 43, 'title': 'Financial Director & Accounting Supervisor', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Jun  Chen', 'age': 53, 'title': 'Deputy GM & Secretary', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tao  Xu', 'age': 41, 'title': 'Deputy General Manager', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}]",[],86400,2,19.36,19.66,18.92,19.34,19.36,19.66,18.92,19.34,1.0,5.27,1781481600,1.2373,3.26,0.348,23.419752,12.817567,8061792,8061792,8024226,8842773,8842773,18.98,18.99,0,0,9596073984,9596074206,17.4,25.99,71.17,10.08,1.3281685,19.6364,21.70145,1.0,0.05165289,CNY,False,6842380288,0.05667,258260127,505855256,0.46867,0.09436,505855256,11.145,1.7021084,1767139200,1798675200,1774915200,1.178,409459168,0.81,1.48,15:10,1432771200,0.947,10.158,-0.16615385,0.2072537,1.0,1781481600,EQUITY,18.97,29.6,18.3,24.46667,24.2,1.88889,buy,6,5176531456,10.427,673613248,2573967872,1.411,1.855,7225042432,46.296,14.255,0.03241,0.07311,1790273152,-165849344,-65245948,1.182,0.415,0.24779,0.09323,0.08116,CNY,002557.SZ,en-US,US,Equity,Delayed Quote,False,LOW,[],"CHACHA FOOD CO.,LTD","Chacha Food Company, Limited",1786691088,SHZ,finmb_113584090,Asia/Shanghai,CST,28800000,cn_market,False,-2.0144694,18.97,CLOSED,False,1299029400000,-0.3900013,18.97,18.92 - 19.34,Shenzhen,8024226,1.5699997,0.09022987,17.4 - 25.99,-7.0200005,-0.2701039,-16.615385,1650625140,1650888000,0.81,1.48,1.28,14.8203125,-0.6664009,-0.03393702,-2.731451,-0.12586491,15,15,1.9 - Buy,False,
