code,setcode,name,snapshot_at,hqdate,hqtime,now,close,pe,pb,mgsy,mgjzc,zsz,zgb,ltgb,gdrs,ipoprice,zzc,jzc,jly,yysr,jyxjl
603605,1,珀莱雅,2026-08-21,20260821,110400,56.96,57.39,15.37743,3.57,0.93,16.05,22554798100,39597.61,39597.61,73274,15.34,891212.625,640617.625,36668.6719,230534.469,10697.1104
