title,time,url,source,summary,code,setcode,name
H股公告-董事会会议召开日期,2026-08-15 00:00:00,http://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-08-15/603288_20260815_IP3W.pdf,上交所,1_603288,603288,1,海天味业
